lakeName,latARU_conv,latBsM,longARU_conv,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID,latARU,longARU,latM_aru,latS_aru,latDirection,lonD_aru,lonM_aru,lonS_aru,lonDirection
Bear,51.11055555555556,46.18806,-92.82888888888888,-81.44897,51,0,6,46,1,8,92,4,9,81,4,4,15-5120-56619,17-4652-51149,510638,924944,6,38,N,92,49,44,W
Bear,51.11055555555556,46.3314,-92.82888888888888,-80.25596,51,0,6,46,3,3,92,4,9,80,2,5,15-5120-56619,17-5577-51311,510638,924944,6,38,N,92,49,44,W
Beatty,49.715833333333336,49.71792,-87.60194444444444,-87.60467,49,4,2,49,7,1,87,3,6,87,6,0,16-4566-55070,16-4566-55070,494257,873607,42,57,N,87,36,7,W
Beaver,44.7425,45.58197,-78.28611111111111,-79.20919,44,4,4,45,5,8,78,1,7,79,2,0,17-7149-49577,17-6391-50491,444433,781710,44,33,N,78,17,10,W
Beaver,44.50833333333333,45.58197,-77.02583333333334,-79.20919,44,3,0,45,5,8,77,0,1,79,2,0,18-3390-49301,17-6391-50491,443030,770133,30,30,N,77,1,33,W
Beaver,44.786944444444444,45.58197,-79.42,-79.20919,44,4,7,45,5,8,79,2,5,79,2,0,17-6250-49603,17-6391-50491,444713,792512,47,13,N,79,25,12,W
Beaver,45.9125,45.58197,-80.28222222222222,-79.20919,45,5,4,45,5,8,80,1,6,79,2,0,17-5557-50843,17-6391-50491,455445,801656,54,45,N,80,16,56,W
Beaver,45.942499999999995,45.58197,-80.54166666666667,-79.20919,45,5,6,45,5,8,80,3,2,79,2,0,17-5355-50876,17-6391-50491,455633,803230,56,33,N,80,32,30,W
Beaver,45.6275,45.58197,-79.73055555555555,-79.20919,45,3,7,45,5,8,79,4,3,79,2,0,17-5990-50532,17-6391-50491,453739,794350,37,39,N,79,43,50,W
Beaver,46.50861111111111,45.58197,-82.74222222222222,-79.20919,46,3,0,45,5,8,82,4,4,79,2,0,17-3663-51518,17-6391-50491,463031,824432,30,31,N,82,44,32,W
Beaver,46.081944444444446,45.58197,-77.88,-79.20919,46,0,4,45,5,8,77,5,2,79,2,0,18-2773-51070,17-6391-50491,460455,775248,4,55,N,77,52,48,W
Beaver,47.90861111111111,45.58197,-80.55555555555556,-79.20919,47,5,4,45,5,8,80,3,3,79,2,0,17-5332-53060,17-6391-50491,475431,803320,54,31,N,80,33,20,W
Beaver,48.15083333333333,45.58197,-79.63472222222222,-79.20919,48,0,9,45,5,8,79,3,8,79,2,0,17-6015-53337,17-6391-50491,480903,793805,9,3,N,79,38,5,W
Beaver,48.17805555555555,45.58197,-80.52527777777777,-79.20919,48,1,0,45,5,8,80,3,1,79,2,0,17-5353-53360,17-6391-50491,481041,803131,10,41,N,80,31,31,W
Beaver,49.86611111111111,45.58197,-92.78027777777778,-79.20919,49,5,1,45,5,8,92,4,6,79,2,0,15-5158-55235,17-6391-50491,495158,924649,51,58,N,92,46,49,W
Beaver,NA,45.58197,NA,-79.20919,NA,NA,NA,45,5,8,NA,NA,NA,79,2,0,17-4767-53560,17-6391-50491,NA,NA,NA,NA,N,NA,NA,NA,W
Beaverhouse,48.54333333333333,48.54596,-92.10249999999999,-92.10223,48,3,2,48,5,4,92,0,6,92,1,0,15-5662-53769,15-5662-53769,483236,920609,32,36,N,92,6,9,W
Beaverhouse,48.17527777777777,48.54596,-79.72500000000001,-92.10223,48,1,0,48,5,4,79,4,3,92,1,0,17-5948-53363,15-5662-53769,481031,794330,10,31,N,79,43,30,W
Beaverhouse,49.57083333333334,48.54596,-93.42277777777778,-92.10223,49,3,4,48,5,4,93,2,5,92,1,0,15-4694-54908,15-5662-53769,493415,932522,34,15,N,93,25,22,W
Bedivere,48.86194444444445,48.86818,-90.84916666666666,-90.84937,48,5,1,48,8,6,90,5,0,90,8,4,15-6578-54141,15-6578-54141,485143,905057,51,43,N,90,50,57,W
Bee,49.84444444444445,50.2001,-93.82666666666667,-92.09297,49,5,0,50,2,0,93,4,9,92,0,9,15-4406-55215,15-5646-55610,495040,934936,50,40,N,93,49,36,W
Bee,49.84444444444445,50.69288,-93.82666666666667,-95.06074,49,5,0,50,6,9,93,4,9,95,0,6,15-4406-55215,15-3553-56171,495040,934936,50,40,N,93,49,36,W
Bee,50.689722222222215,50.2001,-95.04888888888888,-92.09297,50,4,1,50,2,0,95,0,2,92,0,9,15-3553-56171,15-5646-55610,504123,950256,41,23,N,95,2,56,W
Bee,50.689722222222215,50.69288,-95.04888888888888,-95.06074,50,4,1,50,6,9,95,0,2,95,0,6,15-3553-56171,15-3553-56171,504123,950256,41,23,N,95,2,56,W
Bell,45.59027777777778,49.80966,-79.95361111111112,-90.93897,45,3,5,49,8,0,79,5,7,90,9,3,17-5816-50488,15-6500-55194,453525,795713,35,25,N,79,57,13,W
Bell,45.41972222222222,49.80966,-80.01861111111111,-90.93897,45,2,5,49,8,0,80,0,1,90,9,3,17-5768-50298,15-6500-55194,452511,800107,25,11,N,80,1,7,W
Bell,45.530277777777776,49.80966,-80.0213888888889,-90.93897,45,3,1,49,8,0,80,0,1,90,9,3,17-5764-50421,15-6500-55194,453149,800117,31,49,N,80,1,17,W
Bell,46.56472222222222,49.80966,-82.38111111111111,-90.93897,46,3,3,49,8,0,82,2,2,90,9,3,17-3942-51575,15-6500-55194,463353,822252,33,53,N,82,22,52,W
Bell,46.126666666666665,49.80966,-81.21277777777777,-90.93897,46,0,7,49,8,0,81,1,2,90,9,3,17-4836-51079,15-6500-55194,460736,811246,7,36,N,81,12,46,W
Bell,49.791666666666664,49.80966,-93.215,-90.93897,49,4,7,49,8,0,93,1,2,90,9,3,15-4845-55153,15-6500-55194,494730,931254,47,30,N,93,12,54,W
Bell,49.81055555555555,49.80966,-90.915,-90.93897,49,4,8,49,8,0,90,5,4,90,9,3,15-6500-55194,15-6500-55194,494838,905454,48,38,N,90,54,54,W
Bell,49.91722222222222,49.80966,-83.47305555555556,-90.93897,49,5,5,49,8,0,83,2,8,90,9,3,17-3225-55321,15-6500-55194,495502,832823,55,2,N,83,28,23,W
Bella,45.44555555555555,45.44431,-79.03194444444445,-79.03118,45,2,6,45,4,4,79,0,1,79,0,3,17-6539-50341,17-6539-50341,452644,790155,26,44,N,79,1,55,W
Belmont,44.498333333333335,44.49514,-77.82305555555556,-77.82654,44,2,9,44,4,9,77,4,9,77,8,2,18-2756-49309,18-2756-49309,442954,774923,29,54,N,77,49,23,W
Belmont,49.323055555555555,44.49514,-91.85749999999999,-77.82654,49,1,9,44,4,9,91,5,1,77,8,2,15-5830-54638,18-2756-49309,491923,915127,19,23,N,91,51,27,W
Belwood,43.768055555555556,43.7585,-80.33583333333333,-80.33953,43,4,6,43,7,5,80,2,0,80,3,3,17-5535-48461,17-5535-48461,434605,802009,46,5,N,80,20,9,W
Bending,49.32027777777778,49.32637,-92.1375,-92.15291,49,1,9,49,3,2,92,0,8,92,1,5,15-5627-54632,15-5627-54632,491913,920815,19,13,N,92,8,15,W
Benson,44.589444444444446,45.41326,-76.3536111111111,-79.06773,44,3,5,45,4,1,76,2,1,79,0,6,18-3926-49380,17-6512-50304,443522,762113,35,22,N,76,21,13,W
Benson,45.41277777777778,45.41326,-79.06833333333333,-79.06773,45,2,4,45,4,1,79,0,4,79,0,6,17-6511-50304,17-6512-50304,452446,790406,24,46,N,79,4,6,W
Benson,46.66305555555555,45.41326,-81.50944444444444,-79.06773,46,3,9,45,4,1,81,3,0,79,0,6,17-4610-51676,17-6512-50304,463947,813034,39,47,N,81,30,34,W
Benson,47.974444444444444,45.41326,-79.75111111111111,-79.06773,47,5,8,45,4,1,79,4,5,79,0,6,17-5932-53140,17-6512-50304,475828,794504,58,28,N,79,45,4,W
Berens,51.76611111111111,51.75814,-93.68777777777778,-93.71456,51,4,5,51,7,5,93,4,1,93,7,1,15-4525-57350,15-4525-57350,514558,934116,45,58,N,93,41,16,W
Bernard,45.738055555555555,45.73885,-79.38416666666667,-79.38526,45,4,4,45,7,3,79,2,3,79,3,8,17-6257-50660,17-6257-50660,454417,792303,44,17,N,79,23,3,W
Bernard,46.39944444444444,45.73885,-83.1613888888889,-79.38526,46,2,3,45,7,3,83,0,9,79,3,8,17-3338-51405,17-6257-50660,462358,830941,23,58,N,83,9,41,W
Bernard,46.22805555555556,45.73885,-78.08611111111111,-79.38526,46,1,3,45,7,3,78,0,5,79,3,8,17-7247-51233,17-6257-50660,461341,780510,13,41,N,78,5,10,W
Berry,47.725833333333334,49.47183,-84.23861111111111,-93.96128,47,4,3,49,4,7,84,1,4,93,9,6,16-7071-52893,15-4302-54803,474333,841419,43,33,N,84,14,19,W
Berry,49.47361111111111,49.47183,-93.96361111111112,-93.96128,49,2,8,49,4,7,93,5,7,93,9,6,15-4302-54803,15-4302-54803,492825,935749,28,25,N,93,57,49,W
Berry,50.407222222222224,49.47183,-89.62166666666666,-93.96128,50,2,4,49,4,7,89,3,7,93,9,6,16-3137-55870,15-4302-54803,502426,893718,24,26,N,89,37,18,W
Bethune,48.95388888888889,48.95168,-91.56666666666666,-91.57173,48,5,7,48,9,5,91,3,4,91,5,7,15-6049-54231,15-6049-54231,485714,913400,57,14,N,91,34,0,W
Bethune,49.07777777777778,48.95168,-93.64666666666668,-91.57173,49,0,4,48,9,5,93,3,8,91,5,7,15-4528-54361,15-6049-54231,490440,933848,4,40,N,93,38,48,W
Big,46.526944444444446,45.73669,-82.98166666666667,-82.08832,46,3,1,45,7,3,82,5,8,82,0,8,17-3480-51543,17-4157-50648,463137,825854,31,37,N,82,58,54,W
Big Bald,44.57555555555556,44.57664,-78.3875,-78.3863,44,3,4,44,5,7,78,2,3,78,3,8,17-7074-49389,17-7074-49389,443432,782315,34,32,N,78,23,15,W
Big Canon,50.06777777777778,50.06847,-93.7611111111111,-93.75888,50,0,4,50,0,6,93,4,5,93,7,5,15-4455-55462,15-4455-55462,500404,934540,4,4,N,93,45,40,W
Big Caribou,45.93277777777777,45.93283,-80.07333333333332,-80.07311,45,5,5,45,9,3,80,0,4,80,0,7,17-5718-50868,17-5718-50868,455558,800424,55,58,N,80,4,24,W
Big Clear,44.55777777777777,44.72582,-76.4563888888889,-76.90691,44,3,3,44,7,2,76,2,7,76,9,0,18-3843-49346,18-3490-49540,443328,762723,33,28,N,76,27,23,W
Big Clear,44.725833333333334,44.72582,-76.90722222222223,-76.90691,44,4,3,44,7,2,76,5,4,76,9,0,18-3490-49541,18-3490-49540,444333,765426,43,33,N,76,54,26,W
Big Deer,45.7675,45.7668,-79.75083333333333,-79.7507,45,4,6,45,7,6,79,4,5,79,7,5,17-5971-50688,17-5971-50688,454603,794503,46,3,N,79,45,3,W
Big Gull,44.825833333333335,44.82693,-76.95666666666666,-76.96878,44,4,9,44,8,2,76,5,7,76,9,6,18-3453-49652,18-3453-49652,444933,765724,49,33,N,76,57,24,W
Big Gull,48.38944444444444,44.82693,-81.85916666666667,-76.96878,48,2,3,44,8,2,81,5,1,76,9,6,17-4364-53597,18-3453-49652,482322,815133,23,22,N,81,51,33,W
Big Island,49.95166666666667,49.95155,-93.97805555555556,-93.97876,49,5,7,49,9,5,93,5,8,93,9,7,15-4298-55335,15-4298-55335,495706,935841,57,6,N,93,58,41,W
Big Moon,46.41611111111111,46.41782,-82.87805555555555,-82.87769,46,2,4,46,4,1,82,5,2,82,8,7,17-3557-51418,17-3557-51418,462458,825241,24,58,N,82,52,41,W
Big Pike,47.236111111111114,49.20875,-84.34805555555555,-83.45615,47,1,4,49,2,0,84,2,0,83,4,5,16-7007-52346,17-3210-54534,471410,842053,14,10,N,84,20,53,W
Big Pike,49.20944444444445,49.20875,-83.45777777777778,-83.45615,49,1,2,49,2,0,83,2,7,83,4,5,17-3210-54534,17-3210-54534,491234,832728,12,34,N,83,27,28,W
Big Rideau,44.770833333333336,44.75128,-76.21277777777777,-76.21379,44,4,6,44,7,5,76,1,2,76,2,1,18-4040-49580,18-4040-49580,444615,761246,46,15,N,76,12,46,W
Big Sandy,49.822500000000005,49.82359,-92.3561111111111,-92.36295,49,4,9,49,8,2,92,2,1,92,3,6,15-5463-55189,15-5463-55189,494921,922122,49,21,N,92,21,22,W
Big Trout,44.92777777777778,53.78346,-78.92861111111111,-90.00721,44,5,5,53,7,8,78,5,5,90,0,0,17-6635-49768,15-6978-59597,445540,785543,55,40,N,78,55,43,W
Big Trout,45.76138888888889,53.78346,-78.62249999999999,-90.00721,45,4,5,53,7,8,78,3,7,90,0,0,17-6849-50701,15-6978-59597,454541,783721,45,41,N,78,37,21,W
Big Trout,45.77055555555555,53.78346,-77.48166666666667,-90.00721,45,4,6,53,7,8,77,2,8,90,0,0,18-3070-50713,15-6978-59597,454614,772854,46,14,N,77,28,54,W
Big Trout,46.84916666666667,53.78346,-82.36083333333333,-90.00721,46,5,0,53,7,8,82,2,1,90,0,0,17-3962-51891,15-6978-59597,465057,822139,50,57,N,82,21,39,W
Big Trout,46.31638888888889,53.78346,-82.26583333333333,-90.00721,46,1,8,53,7,8,82,1,5,90,0,0,17-4025-51298,15-6978-59597,461859,821557,18,59,N,82,15,57,W
Big Vermilion,50.03666666666666,50.04484,-92.22305555555556,-92.20826,50,0,2,50,0,4,92,1,3,92,2,0,15-5556-55428,15-5556-55428,500212,921323,2,12,N,92,13,23,W
Bigwind,45.05694444444444,45.05711,-79.05416666666666,-79.05464,45,0,3,45,0,5,79,0,3,79,0,5,17-6532-49909,17-6532-49909,450325,790315,3,25,N,79,3,15,W
Birch,45.54361111111111,46.30414,-80.18444444444445,-81.97448,45,3,2,46,3,0,80,1,1,81,9,7,17-5637-50435,17-4246-51279,453237,801104,32,37,N,80,11,4,W
Birch,45.54361111111111,51.39338,-80.18444444444445,-92.37217,45,3,2,51,3,9,80,1,1,92,3,7,17-5637-50435,15-5452-56951,453237,801104,32,37,N,80,11,4,W
Birch,45.54361111111111,49.72237,-80.18444444444445,-94.71634,45,3,2,49,7,2,80,1,1,94,7,1,17-5637-50435,15-3762-55083,453237,801104,32,37,N,80,11,4,W
Birch,45.54361111111111,44.54788,-80.18444444444445,-76.54165,45,3,2,44,5,4,80,1,1,76,5,4,17-5637-50435,18-3782-49339,453237,801104,32,37,N,80,11,4,W
Birch,46.68416666666666,46.30414,-83.58777777777777,-81.97448,46,4,1,46,3,0,83,3,5,81,9,7,17-3021-51731,17-4246-51279,464103,833516,41,3,N,83,35,16,W
Birch,46.68416666666666,51.39338,-83.58777777777777,-92.37217,46,4,1,51,3,9,83,3,5,92,3,7,17-3021-51731,15-5452-56951,464103,833516,41,3,N,83,35,16,W
Birch,46.68416666666666,49.72237,-83.58777777777777,-94.71634,46,4,1,49,7,2,83,3,5,94,7,1,17-3021-51731,15-3762-55083,464103,833516,41,3,N,83,35,16,W
Birch,46.68416666666666,44.54788,-83.58777777777777,-76.54165,46,4,1,44,5,4,83,3,5,76,5,4,17-3021-51731,18-3782-49339,464103,833516,41,3,N,83,35,16,W
Birch,46.319722222222225,46.30414,-83.44916666666667,-81.97448,46,1,9,46,3,0,83,2,6,81,9,7,17-3114-51323,17-4246-51279,461911,832657,19,11,N,83,26,57,W
Birch,46.319722222222225,51.39338,-83.44916666666667,-92.37217,46,1,9,51,3,9,83,2,6,92,3,7,17-3114-51323,15-5452-56951,461911,832657,19,11,N,83,26,57,W
Birch,46.319722222222225,49.72237,-83.44916666666667,-94.71634,46,1,9,49,7,2,83,2,6,94,7,1,17-3114-51323,15-3762-55083,461911,832657,19,11,N,83,26,57,W
Birch,46.319722222222225,44.54788,-83.44916666666667,-76.54165,46,1,9,44,5,4,83,2,6,76,5,4,17-3114-51323,18-3782-49339,461911,832657,19,11,N,83,26,57,W
Birch,46.30222222222222,46.30414,-81.97972222222222,-81.97448,46,1,8,46,3,0,81,5,8,81,9,7,17-4246-51279,17-4246-51279,461808,815847,18,8,N,81,58,47,W
Birch,46.30222222222222,51.39338,-81.97972222222222,-92.37217,46,1,8,51,3,9,81,5,8,92,3,7,17-4246-51279,15-5452-56951,461808,815847,18,8,N,81,58,47,W
Birch,46.30222222222222,49.72237,-81.97972222222222,-94.71634,46,1,8,49,7,2,81,5,8,94,7,1,17-4246-51279,15-3762-55083,461808,815847,18,8,N,81,58,47,W
Birch,46.30222222222222,44.54788,-81.97972222222222,-76.54165,46,1,8,44,5,4,81,5,8,76,5,4,17-4246-51279,18-3782-49339,461808,815847,18,8,N,81,58,47,W
Birch,47.087500000000006,46.30414,-81.27972222222222,-81.97448,47,0,5,46,3,0,81,1,6,81,9,7,17-4788-52147,17-4246-51279,470515,811647,5,15,N,81,16,47,W
Birch,47.087500000000006,51.39338,-81.27972222222222,-92.37217,47,0,5,51,3,9,81,1,6,92,3,7,17-4788-52147,15-5452-56951,470515,811647,5,15,N,81,16,47,W
Birch,47.087500000000006,49.72237,-81.27972222222222,-94.71634,47,0,5,49,7,2,81,1,6,94,7,1,17-4788-52147,15-3762-55083,470515,811647,5,15,N,81,16,47,W
Birch,47.087500000000006,44.54788,-81.27972222222222,-76.54165,47,0,5,44,5,4,81,1,6,76,5,4,17-4788-52147,18-3782-49339,470515,811647,5,15,N,81,16,47,W
Birch,47.78861111111111,46.30414,-80.65944444444445,-81.97448,47,4,7,46,3,0,80,3,9,81,9,7,17-5255-52926,17-4246-51279,474719,803934,47,19,N,80,39,34,W
Birch,47.78861111111111,51.39338,-80.65944444444445,-92.37217,47,4,7,51,3,9,80,3,9,92,3,7,17-5255-52926,15-5452-56951,474719,803934,47,19,N,80,39,34,W
Birch,47.78861111111111,49.72237,-80.65944444444445,-94.71634,47,4,7,49,7,2,80,3,9,94,7,1,17-5255-52926,15-3762-55083,474719,803934,47,19,N,80,39,34,W
Birch,47.78861111111111,44.54788,-80.65944444444445,-76.54165,47,4,7,44,5,4,80,3,9,76,5,4,17-5255-52926,18-3782-49339,474719,803934,47,19,N,80,39,34,W
Birch,47.02222222222222,46.30414,-80.04666666666667,-81.97448,47,0,1,46,3,0,80,0,2,81,9,7,17-5724-52079,17-4246-51279,470120,800248,1,20,N,80,2,48,W
Birch,47.02222222222222,51.39338,-80.04666666666667,-92.37217,47,0,1,51,3,9,80,0,2,92,3,7,17-5724-52079,15-5452-56951,470120,800248,1,20,N,80,2,48,W
Birch,47.02222222222222,49.72237,-80.04666666666667,-94.71634,47,0,1,49,7,2,80,0,2,94,7,1,17-5724-52079,15-3762-55083,470120,800248,1,20,N,80,2,48,W
Birch,47.02222222222222,44.54788,-80.04666666666667,-76.54165,47,0,1,44,5,4,80,0,2,76,5,4,17-5724-52079,18-3782-49339,470120,800248,1,20,N,80,2,48,W
Birch,48.17472222222222,46.30414,-90.12194444444444,-81.97448,48,1,0,46,3,0,90,0,7,81,9,7,15-7140-53395,17-4246-51279,481029,900719,10,29,N,90,7,19,W
Birch,48.17472222222222,51.39338,-90.12194444444444,-92.37217,48,1,0,51,3,9,90,0,7,92,3,7,15-7140-53395,15-5452-56951,481029,900719,10,29,N,90,7,19,W
Birch,48.17472222222222,49.72237,-90.12194444444444,-94.71634,48,1,0,49,7,2,90,0,7,94,7,1,15-7140-53395,15-3762-55083,481029,900719,10,29,N,90,7,19,W
Birch,48.17472222222222,44.54788,-90.12194444444444,-76.54165,48,1,0,44,5,4,90,0,7,76,5,4,15-7140-53395,18-3782-49339,481029,900719,10,29,N,90,7,19,W
Birch,48.32416666666667,46.30414,-80.75,-81.97448,48,1,9,46,3,0,80,4,5,81,9,7,17-5185-53522,17-4246-51279,481927,804500,19,27,N,80,45,0,W
Birch,48.32416666666667,51.39338,-80.75,-92.37217,48,1,9,51,3,9,80,4,5,92,3,7,17-5185-53522,15-5452-56951,481927,804500,19,27,N,80,45,0,W
Birch,48.32416666666667,49.72237,-80.75,-94.71634,48,1,9,49,7,2,80,4,5,94,7,1,17-5185-53522,15-3762-55083,481927,804500,19,27,N,80,45,0,W
Birch,48.32416666666667,44.54788,-80.75,-76.54165,48,1,9,44,5,4,80,4,5,76,5,4,17-5185-53522,18-3782-49339,481927,804500,19,27,N,80,45,0,W
Birch,49.945277777777775,46.30414,-94.45777777777778,-81.97448,49,5,6,46,3,0,94,2,7,81,9,7,15-3954-55334,17-4246-51279,495643,942728,56,43,N,94,27,28,W
Birch,49.945277777777775,51.39338,-94.45777777777778,-92.37217,49,5,6,51,3,9,94,2,7,92,3,7,15-3954-55334,15-5452-56951,495643,942728,56,43,N,94,27,28,W
Birch,49.945277777777775,49.72237,-94.45777777777778,-94.71634,49,5,6,49,7,2,94,2,7,94,7,1,15-3954-55334,15-3762-55083,495643,942728,56,43,N,94,27,28,W
Birch,49.945277777777775,44.54788,-94.45777777777778,-76.54165,49,5,6,44,5,4,94,2,7,76,5,4,15-3954-55334,18-3782-49339,495643,942728,56,43,N,94,27,28,W
Birch,51.40694444444444,46.30414,-92.35055555555554,-81.97448,51,2,4,46,3,0,92,2,1,81,9,7,15-5452-56951,17-4246-51279,512425,922102,24,25,N,92,21,2,W
Birch,51.40694444444444,51.39338,-92.35055555555554,-92.37217,51,2,4,51,3,9,92,2,1,92,3,7,15-5452-56951,15-5452-56951,512425,922102,24,25,N,92,21,2,W
Birch,51.40694444444444,49.72237,-92.35055555555554,-94.71634,51,2,4,49,7,2,92,2,1,94,7,1,15-5452-56951,15-3762-55083,512425,922102,24,25,N,92,21,2,W
Birch,51.40694444444444,44.54788,-92.35055555555554,-76.54165,51,2,4,44,5,4,92,2,1,76,5,4,15-5452-56951,18-3782-49339,512425,922102,24,25,N,92,21,2,W
Biscotasi,47.29944444444444,47.29951,-82.08194444444445,-82.08179,47,1,7,47,2,9,82,0,4,82,0,8,17-4182-52388,17-4182-52388,471758,820455,17,58,N,82,4,55,W
Bisect,48.70194444444445,48.70281,-88.75888888888889,-88.75896,48,4,2,48,7,0,88,4,5,88,7,5,16-3706-53956,16-3706-53956,484207,884532,42,7,N,88,45,32,W
Bittern,45.44166666666666,48.45849,-79.30305555555556,-83.25316,45,2,6,48,4,5,79,1,8,83,2,5,17-6327-50332,17-3334-53694,452630,791811,26,30,N,79,18,11,W
Bittern,48.45805555555556,48.45849,-83.25333333333333,-83.25316,48,2,7,48,4,5,83,1,5,83,2,5,17-3334-53695,17-3334-53694,482729,831512,27,29,N,83,15,12,W
Bittern,50.00277777777778,48.45849,-84.16000000000001,-83.25316,50,0,0,48,4,5,84,0,9,83,2,5,16-7035-55426,17-3334-53694,500010,840936,0,10,N,84,9,36,W
Black,44.81861111111112,49.54106,-78.825,-94.07975,44,4,9,49,5,4,78,4,9,94,0,7,17-6720-49649,15-4218-54877,444907,784930,49,7,N,78,49,30,W
Black,44.81861111111112,44.5541,-78.825,-76.48648,44,4,9,44,5,5,78,4,9,76,4,8,17-6720-49649,18-3819-49343,444907,784930,49,7,N,78,49,30,W
Black,44.54611111111111,49.54106,-75.95833333333334,-94.07975,44,3,2,49,5,4,75,5,7,94,0,7,18-4239-49328,15-4218-54877,443246,755730,32,46,N,75,57,30,W
Black,44.54611111111111,44.5541,-75.95833333333334,-76.48648,44,3,2,44,5,5,75,5,7,76,4,8,18-4239-49328,18-3819-49343,443246,755730,32,46,N,75,57,30,W
Black,44.768055555555556,49.54106,-76.30055555555555,-94.07975,44,4,6,49,5,4,76,1,8,94,0,7,18-3971-49578,15-4218-54877,444605,761802,46,5,N,76,18,2,W
Black,44.768055555555556,44.5541,-76.30055555555555,-76.48648,44,4,6,44,5,5,76,1,8,76,4,8,18-3971-49578,18-3819-49343,444605,761802,46,5,N,76,18,2,W
Black,44.553888888888885,49.54106,-76.48666666666666,-94.07975,44,3,3,49,5,4,76,2,9,94,0,7,18-3819-49343,15-4218-54877,443314,762912,33,14,N,76,29,12,W
Black,44.553888888888885,44.5541,-76.48666666666666,-76.48648,44,3,3,44,5,5,76,2,9,76,4,8,18-3819-49343,18-3819-49343,443314,762912,33,14,N,76,29,12,W
Black,44.81777777777778,49.54106,-79.65222222222222,-94.07975,44,4,9,49,5,4,79,3,9,94,0,7,17-6066-49634,15-4218-54877,444904,793908,49,4,N,79,39,8,W
Black,44.81777777777778,44.5541,-79.65222222222222,-76.48648,44,4,9,44,5,5,79,3,9,76,4,8,17-6066-49634,18-3819-49343,444904,793908,49,4,N,79,39,8,W
Black,44.16027777777778,49.54106,-80.74305555555556,-94.07975,44,0,9,49,5,4,80,4,4,94,0,7,17-5205-48895,15-4218-54877,440937,804435,9,37,N,80,44,35,W
Black,44.16027777777778,44.5541,-80.74305555555556,-76.48648,44,0,9,44,5,5,80,4,4,76,4,8,17-5205-48895,18-3819-49343,440937,804435,9,37,N,80,44,35,W
Black,45.000277777777775,49.54106,-79.55916666666667,-94.07975,45,0,0,49,5,4,79,3,3,94,0,7,17-6136-49838,15-4218-54877,450001,793333,0,1,N,79,33,33,W
Black,45.000277777777775,44.5541,-79.55916666666667,-76.48648,45,0,0,44,5,5,79,3,3,76,4,8,17-6136-49838,18-3819-49343,450001,793333,0,1,N,79,33,33,W
Black,45.03194444444444,49.54106,-78.41694444444445,-94.07975,45,0,1,49,5,4,78,2,5,94,0,7,17-7035-49895,15-4218-54877,450155,782501,1,55,N,78,25,1,W
Black,45.03194444444444,44.5541,-78.41694444444445,-76.48648,45,0,1,44,5,5,78,2,5,76,4,8,17-7035-49895,18-3819-49343,450155,782501,1,55,N,78,25,1,W
Black,45.635,49.54106,-80.17361111111111,-94.07975,45,3,8,49,5,4,80,1,0,94,0,7,17-5644-50536,15-4218-54877,453806,801025,38,6,N,80,10,25,W
Black,45.635,44.5541,-80.17361111111111,-76.48648,45,3,8,44,5,5,80,1,0,76,4,8,17-5644-50536,18-3819-49343,453806,801025,38,6,N,80,10,25,W
Black,45.29277777777778,49.54106,-76.9675,-94.07975,45,1,7,49,5,4,76,5,8,94,0,7,18-3457-50171,15-4218-54877,451734,765803,17,34,N,76,58,3,W
Black,45.29277777777778,44.5541,-76.9675,-76.48648,45,1,7,44,5,5,76,5,8,76,4,8,18-3457-50171,18-3819-49343,451734,765803,17,34,N,76,58,3,W
Black,45.16888888888889,49.54106,-78.905,-94.07975,45,1,0,49,5,4,78,5,4,94,0,7,17-6646-50036,15-4218-54877,451008,785418,10,8,N,78,54,18,W
Black,45.16888888888889,44.5541,-78.905,-76.48648,45,1,0,44,5,5,78,5,4,76,4,8,17-6646-50036,18-3819-49343,451008,785418,10,8,N,78,54,18,W
Black,45.590833333333336,49.54106,-75.00055555555555,-94.07975,45,3,5,49,5,4,75,0,0,94,0,7,18-5000-50484,15-4218-54877,453527,750002,35,27,N,75,0,2,W
Black,45.590833333333336,44.5541,-75.00055555555555,-76.48648,45,3,5,44,5,5,75,0,0,76,4,8,18-5000-50484,18-3819-49343,453527,750002,35,27,N,75,0,2,W
Black,46.45805555555556,49.54106,-82.25444444444445,-94.07975,46,2,7,49,5,4,82,1,5,94,0,7,17-4037-51455,15-4218-54877,462729,821516,27,29,N,82,15,16,W
Black,46.45805555555556,44.5541,-82.25444444444445,-76.48648,46,2,7,44,5,5,82,1,5,76,4,8,17-4037-51455,18-3819-49343,462729,821516,27,29,N,82,15,16,W
Black,47.60027777777778,49.54106,-84.71305555555556,-94.07975,47,3,6,49,5,4,84,4,2,94,0,7,16-6719-52742,15-4218-54877,473601,844247,36,1,N,84,42,47,W
Black,47.60027777777778,44.5541,-84.71305555555556,-76.48648,47,3,6,44,5,5,84,4,2,76,4,8,16-6719-52742,18-3819-49343,473601,844247,36,1,N,84,42,47,W
Black,49.538888888888884,49.54106,-94.08111111111111,-94.07975,49,3,2,49,5,4,94,0,4,94,0,7,15-4218-54877,15-4218-54877,493220,940452,32,20,N,94,4,52,W
