BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,maxDepth,meanDepth,lat,long,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,NtoPratio
1,4,15-6500-55194,Bell,2009-05-20,2009,4.8,34.4,9.5,49.80966,-90.93897,35.6,6.48,0.22,20.6,42.2,4.56,6.3,0.56,1.17,0.845,10,38,264,7.24,5,0.78,2.15,NA,3.422654717532529
1,4,15-4525-57350,Berens,2009-05-21,2009,0.8,11.6,4.7,51.75814,-93.71456,16.3,5.46,0.1,142,38,3.96,15.2,0.56,1.65,0.635,14,30,434,6.98,30.6,1.92,0.55,636,1.7736007821009674
1,4,15-6617-56410,Bertaud,2009-05-21,2009,1.8,24,6.9,50.89944,-90.69978,16.5,5.94,0.13,66.4,39.8,4.2,11.4,0.57,1.34,0.57,12,74,322,7.06,5.4,1.2,1.05,110,3.387516362464117
1,4,15-4131-55595,Big Fox,2009-05-19,2009,1.3,33.7,7.8,50.17355,-94.19317,32.3,10.5,1.79,74,79,7.96,11.3,0.975,2.52,2.76,18,68,422,7.46,27.3,1.16,3.55,318,1.826057606963629
1,4,15-5463-55189,Big Sandy,2009-05-20,2009,2.7,41,20.3,49.82359,-92.36295,65.2,20.8,2.33,24.6,136,8.32,7.2,1.16,4.37,2.59,14,42,313,7.82,14.9,1.1,2.8,76,2.1220148082902797
1,4,15-5452-56951,Birch,2009-05-21,2009,3.9,37,7.4,51.39338,-92.37217,22.7,8.32,0.15,29,52.4,5.82,8.1,0.5,1.26,0.645,22,10,312,7.24,9,0.9,1.5,NA,2.6008197233579113
1,4,15-5413-55979,Birmingham,2009-05-23,2009,1.9,6,3.5,50.52717,-92.41983,NA,15.9,0.28,55.4,106,12.9,10.2,0.88,3.55,1.04,44,84,429,NA,9.9,1.7,1.05,151,2.6325585145326715
1,4,15-4919-56922,Blair,2009-05-21,2009,1.5,11.3,3.8,51.37386,-93.11465,6.66,2.42,0.2,101,20.4,1.2,13.5,0.675,0.62,0.695,16,50,367,6.7,10.8,2.16,1.4,499,2.4722564823583104
1,4,15-5035-56302,Bluffy,2009-05-20,2009,1.1,15.3,4.4,50.81613,-92.96312,21.6,7.92,0.18,129,50.2,5.12,16,0.625,1.84,0.735,16,54,501,7.22,15,1.84,1.15,331,2.290056993006753
1,4,15-6143-55885,Bury,2009-05-23,2009,2.5,17,6.9,50.43634,-91.3911,30.2,9.76,0.22,80.6,65.4,7.66,11.8,0.705,2.38,0.775,26,74,369,7.32,13,1.92,1.3,110,2.297690860919249
1,4,15-4705-56052,Camping,2009-05-20,2009,0.8,28,4.3,50.61791,-93.40606,31,10.6,0.81,94.6,72.4,7.56,11.8,0.91,2.46,1.32,12,76,409,7.53,26.3,1.54,2.55,430,1.8372413230802265
1,4,15-4470-55367,Canyon,2009-05-22,2009,3.4,19.8,6.8,49.9888,-93.68699,14.8,4.68,0.36,24.8,39.6,3.84,7,0.615,1.38,1.01,26,30,313,7.16,10.2,0.92,2.25,76,2.464051485018618
1,4,15-6217-56090,Carling,2009-05-23,2009,2.7,40.9,8.8,50.6223,-91.28022,24.2,8.22,0.23,77.8,55,6.04,12.2,0.635,1.89,0.705,14,80,333,7.19,16.3,1.72,1.3,84,2.0764599802230173
1,4,15-6164-54885,Cecil,2009-05-19,2009,3.9,24.4,12.4,49.54021,-91.40065,37.8,12,2.43,13.8,90.6,9.64,4.1,0.76,2.74,2.19,8,2,210,7.53,6.6,1.28,3,NA,2.8113992156798044
1,4,15-6286-56283,Churchill,2009-05-23,2009,2.8,22.6,5.2,50.79425,-91.17578,21.1,7,0.19,61.2,48.8,5.2,10,0.505,1.78,0.625,18,58,332,7.25,9.4,1.36,1.2,75,2.5787133111647944
1,4,15-4653-55440,Clay,2009-05-19,2009,0.9,21.9,7.9,50.04611,-93.48572,38.6,12,3.82,94.8,99.6,9.78,11.5,1.28,2.89,4.97,36,40,521,7.43,38.6,0.92,4.25,601,1.7112189391060857
