waterbodyID,lakeName,lat,long,latD,latM1,latM2,longD,longM1,longM2,waterbodyID_OG,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
17-5605-48275,Guelph ,43.60141,-80.23903,43,6,0,80,2,3,17-5605-48275,Guelph,,17-5605-48275 Guelph ,TRUE,3,
17-5799-49262,Jacks ,44.48677,-79.9956,44,4,8,79,9,9,17-5799-49262,Jacks,,17-5799-49262 Jacks ,TRUE,3,
17-6058-49199,Little ,44.42642,-79.67346,44,4,2,79,6,7,17-6058-49199,Little,,17-6058-49199 Little ,TRUE,3,
17-6016-49633,Little ,44.81843,-79.7132,44,8,1,79,7,1,17-6016-49633,Little,,17-6016-49633 Little ,TRUE,3,
17-4829-49772,Little ,44.95967,-81.21941,44,9,5,81,2,1,17-4829-49772,Little,,17-4829-49772 Little ,TRUE,3,
17-6191-49604,Long ,44.79017,-79.48171,44,7,9,79,4,8,17-6191-49604,Long,,17-6191-49604 Long ,TRUE,3,
17-4689-49939,Miller ,45.09912,-81.39375,45,0,9,81,3,9,17-4689-49939,Miller,,17-4689-49939 Miller ,TRUE,3,
17-5239-49504,Mountain ,44.70923,-80.69675,44,7,0,80,6,9,17-5239-49504,Mountain,,17-5239-49504 Mountain ,TRUE,3,
17-6384-48765,Musselman ,44.0309,-79.2731,44,0,3,79,2,7,17-6384-48765,Musselman,,17-6384-48765 Musselman ,TRUE,3,
17-4665-48812,Silver ,44.08538,-81.41929,44,0,8,81,4,1,17-4665-48812,Silver,,17-4665-48812 Silver ,TRUE,3,
17-6327-49193,Simcoe,44.4236,-79.37123,44,4,2,79,3,7,17-6327-49193,Simcoe,NA,17-6327-49193 Simcoe,FALSE,2,
17-6275-49634,Sparrow ,44.81851,-79.39612,44,8,1,79,3,9,17-6275-49634,Sparrow,,17-6275-49634 Sparrow ,TRUE,3,
17-6328-49494,St. John,44.68701,-79.32512,44,6,8,79,3,2,17-6328-49494,St.,John,17-6328-49494 St. John,TRUE,3,
17-6065-49697,Tea ,44.87588,-79.64948,44,8,7,79,6,4,17-6065-49697,Tea,,17-6065-49697 Tea ,TRUE,3,
17-6712-49387,Balsam ,44.58044,-78.84168,44,5,8,78,8,4,17-6712-49387,Balsam,,17-6712-49387 Balsam ,TRUE,3,
18-2756-49309,Belmont ,44.49514,-77.82654,44,4,9,77,8,2,18-2756-49309,Belmont,,18-2756-49309 Belmont ,TRUE,3,
17-7074-49389,Big Bald ,44.57664,-78.3863,44,5,7,78,3,8,17-7074-49389,Big,Bald,17-7074-49389 Big Bald ,FALSE,4, 
17-7074-49293,Buckhorn ,44.4856,-78.39118,44,4,8,78,3,9,17-7074-49293,Buckhorn,,17-7074-49293 Buckhorn ,TRUE,3,
17-6778-49354,Cameron ,44.55177,-78.76076,44,5,5,78,7,6,17-6778-49354,Cameron,,17-6778-49354 Cameron ,TRUE,3,
17-6548-49368,Canal ,44.56744,-79.04366,44,5,6,79,0,4,17-6548-49368,Canal,,17-6548-49368 Canal ,TRUE,3,
17-7076-49181,Chemong ,44.38846,-78.39205,44,3,8,78,3,9,17-7076-49181,Chemong,,17-7076-49181 Chemong ,TRUE,3,
17-7230-49327,Clear ,44.51481,-78.19302,44,5,1,78,1,9,17-7230-49327,Clear,,17-7230-49327 Clear ,TRUE,3,
18-2756-49393,Cordova ,44.57529,-77.82487,44,5,7,77,8,2,18-2756-49393,Cordova,,18-2756-49393 Cordova ,TRUE,3,
18-2825-49286,Crowe ,44.4838,-77.73716,44,4,8,77,7,3,18-2825-49286,Crowe,,18-2825-49286 Crowe ,TRUE,3,
17-6500-49453,Dalrymple ,44.64052,-79.11093,44,6,4,79,1,1,17-6500-49453,Dalrymple,,17-6500-49453 Dalrymple ,TRUE,3,
17-7310-49342,White ,44.52571,-78.09305,44,5,2,78,0,9,17-7310-49342,White,,17-7310-49342 White ,TRUE,3,
17-6930-49241,Emily ,44.44638,-78.57542,44,4,4,78,5,7,17-6930-49241,Emily,,17-6930-49241 Emily ,TRUE,3,
17-6793-49499,Four Mile ,44.68172,-78.73724,44,6,8,78,7,3,17-6793-49499,Four,Mile,17-6793-49499 Four Mile ,FALSE,4, 
17-6651-49559,Head ,44.74018,-78.91265,44,7,4,78,9,1,17-6651-49559,Head,,17-6651-49559 Head ,TRUE,3,
17-7182-49263,Katchewanooka ,44.45749,-78.2587,44,4,5,78,2,5,17-7182-49263,Katchewanooka,,17-7182-49263 Katchewanooka ,TRUE,3,
17-7050-49386,Little Bald ,44.57455,-78.41518,44,5,7,78,4,1,17-7050-49386,Little,Bald,17-7050-49386 Little Bald ,FALSE,4, 
17-7146-49082,Little ,44.29649,-78.31027,44,2,9,78,3,1,17-7146-49082,Little,,17-7146-49082 Little ,TRUE,3,
17-7197-49373,Lovesick ,44.55817,-78.23036,44,5,5,78,2,3,17-7197-49373,Lovesick,,17-7197-49373 Lovesick ,TRUE,3,
17-7170-49371,Lower Buckhorn ,44.5498,-78.27953,44,5,4,78,2,7,17-7170-49371,Lower,Buckhorn,17-7170-49371 Lower Buckhorn ,FALSE,4, 
17-6627-49374,Mitchell ,44.57378,-78.9503,44,5,7,78,9,5,17-6627-49374,Mitchell,,17-6627-49374 Mitchell ,TRUE,3,
18-2687-49421,Oak ,44.59882,-77.9126,44,5,9,77,9,1,18-2687-49421,Oak,,18-2687-49421 Oak ,TRUE,3,
17-6992-49270,Pigeon ,44.47155,-78.49495,44,4,7,78,4,9,17-6992-49270,Pigeon,,17-6992-49270 Pigeon ,TRUE,3,
17-7257-48946,Rice ,44.17348,-78.18609,44,1,7,78,1,8,17-7257-48946,Rice,,17-7257-48946 Rice ,TRUE,3,
18-2714-49305,Round ,44.49475,-77.87492,44,4,9,77,8,7,18-2714-49305,Round,,18-2714-49305 Round ,TRUE,3,
18-2850-49215,Rylstone ,44.42303,-77.70175,44,4,2,77,7,0,18-2850-49215,Rylstone,,18-2850-49215 Rylstone ,TRUE,3,
17-7061-49353,Sandy ,44.54516,-78.40526,44,5,4,78,4,0,17-7061-49353,Sandy,,17-7061-49353 Sandy ,TRUE,3,
18-2710-49509,Sandy ,44.67764,-77.88973,44,6,7,77,8,8,18-2710-49509,Sandy,,18-2710-49509 Sandy ,TRUE,3,
17-6715-48930,Scugog,44.18343,-78.85724,44,1,8,78,8,5,17-6715-48930,Scugog,NA,17-6715-48930 Scugog,FALSE,2,
17-6749-49534,Shadow ,44.71937,-78.79364,44,7,1,78,7,9,17-6749-49534,Shadow,,17-6749-49534 Shadow ,TRUE,3,
17-6744-49500,Silver ,44.68489,-78.79907,44,6,8,78,7,9,17-6744-49500,Silver,,17-6744-49500 Silver ,TRUE,3,
17-7310-49388,Stony ,44.55642,-78.11352,44,5,5,78,1,1,17-7310-49388,Stony,,17-7310-49388 Stony ,TRUE,3,
17-6820-49260,Sturgeon ,44.47421,-78.68865,44,4,7,78,6,8,17-6820-49260,Sturgeon,,17-6820-49260 Sturgeon ,TRUE,3,
17-7055-49277,NA,44.47321,-78.41617,44,4,7,78,4,1,17-7055-49277,"NA",NA,17-7055-49277 NA,FALSE,2,
17-6459-49524,Young ,44.71255,-79.15754,44,7,1,79,1,5,17-6459-49524,Young,,17-6459-49524 Young ,TRUE,3,
18-3490-49540,Big Clear ,44.72582,-76.90691,44,7,2,76,9,0,18-3490-49540,Big,Clear,18-3490-49540 Big Clear ,FALSE,4, 
18-3453-49652,Big Gull ,44.82693,-76.96878,44,8,2,76,9,6,18-3453-49652,Big,Gull,18-3453-49652 Big Gull ,FALSE,4, 
18-4040-49580,Big Rideau ,44.75128,-76.21379,44,7,5,76,2,1,18-4040-49580,Big,Rideau,18-4040-49580 Big Rideau ,FALSE,4, 
18-3782-49339,Birch ,44.54788,-76.54165,44,5,4,76,5,4,18-3782-49339,Birch,,18-3782-49339 Birch ,TRUE,3,
18-3819-49343,Black ,44.5541,-76.48648,44,5,5,76,4,8,18-3819-49343,Black,,18-3819-49343 Black ,TRUE,3,
18-3741-49489,Bobs ,44.68123,-76.58765,44,6,8,76,5,8,18-3741-49489,Bobs,,18-3741-49489 Bobs ,TRUE,3,
18-3388-49903,Brule ,45.05076,-77.04841,45,0,5,77,0,4,18-3388-49903,Brule,,18-3388-49903 Brule ,TRUE,3,
18-3369-49845,Buckshot ,44.99564,-77.06938,44,9,9,77,0,6,18-3369-49845,Buckshot,,18-3369-49845 Buckshot ,TRUE,3,
18-3434-49499,Bull ,44.68776,-76.97467,44,6,8,76,9,7,18-3434-49499,Bull,,18-3434-49499 Bull ,TRUE,3,
18-3767-49466,Burridge ,44.66433,-76.55461,44,6,6,76,5,5,18-3767-49466,Burridge,,18-3767-49466 Burridge ,TRUE,3,
18-4196-49317,Charleston ,44.5346,-76.01579,44,5,3,76,0,1,18-4196-49317,Charleston,,18-4196-49317 Charleston ,TRUE,3,
18-3862-49620,Christie ,44.80311,-76.43918,44,8,0,76,4,3,18-3862-49620,Christie,,18-3862-49620 Christie ,TRUE,3,
18-3571-49746,Crotch ,44.91255,-76.80939,44,9,1,76,8,0,18-3571-49746,Crotch,,18-3571-49746 Crotch ,TRUE,3,
18-3065-49990,Crystal ,45.12017,-77.4598,45,1,2,77,4,5,18-3065-49990,Crystal,,18-3065-49990 Crystal ,TRUE,3,
18-3762-49801,Dalhousie ,44.9656,-76.56939,44,9,6,76,5,6,18-3762-49801,Dalhousie,,18-3762-49801 Dalhousie ,TRUE,3,
18-3938-49203,Dog ,44.4302,-76.33444,44,4,3,76,3,3,18-3938-49203,Dog,,18-3938-49203 Dog ,TRUE,3,
18-3651-49486,Eagle ,44.68298,-76.69865,44,6,8,76,6,9,18-3651-49486,Eagle,,18-3651-49486 Eagle ,TRUE,3,
18-3122-49855,Effingham ,44.9851,-77.36005,44,9,8,77,3,6,18-3122-49855,Effingham,,18-3122-49855 Effingham ,TRUE,3,
18-3632-49427,Elbow ,44.62754,-76.72439,44,6,2,76,7,2,18-3632-49427,Elbow,,18-3632-49427 Elbow ,TRUE,3,
18-3814-49569,Farren ,44.7584,-76.49769,44,7,5,76,4,9,18-3814-49569,Farren,,18-3814-49569 Farren ,TRUE,3,
18-3580-49390,Fourth Depot ,44.59153,-76.7891,44,5,9,76,7,8,18-3580-49390,Fourth,Depot,18-3580-49390 Fourth Depot ,FALSE,4, 
18-3587-49991,Govan ,45.13314,-76.79515,45,1,3,76,7,9,18-3587-49991,Govan,,18-3587-49991 Govan ,TRUE,3,
18-3420-49390,Gull ,44.58916,-76.99018,44,5,8,76,9,9,18-3420-49390,Gull,,18-3420-49390 Gull ,TRUE,3,
18-3661-49250,Hambly ,44.46818,-76.68347,44,4,6,76,6,8,18-3661-49250,Hambly,,18-3661-49250 Hambly ,TRUE,3,
18-3665-49300,Howes ,44.50864,-76.67736,44,5,0,76,6,7,18-3665-49300,Howes,,18-3665-49300 Howes ,TRUE,3,
18-3503-49630,Hungry ,44.80667,-76.89447,44,8,0,76,8,9,18-3503-49630,Hungry,,18-3503-49630 Hungry ,TRUE,3,
18-3389-49691,Kashwakamak ,44.8566,-77.0385,44,8,5,77,0,3,18-3389-49691,Kashwakamak,,18-3389-49691 Kashwakamak ,TRUE,3,
18-3444-49557,Kennebec ,44.74021,-76.96521,44,7,4,76,9,6,18-3444-49557,Kennebec,,18-3444-49557 Kennebec ,TRUE,3,
18-3264-50044,Leatherroot ,45.17317,-77.20911,45,1,7,77,2,0,18-3264-50044,Leatherroot,,18-3264-50044 Leatherroot ,TRUE,3,
18-3640-49528,Leggat ,44.71318,-76.72398,44,7,1,76,7,2,18-3640-49528,Leggat,,18-3640-49528 Leggat ,TRUE,3,
18-3702-49303,Little John ,44.51542,-76.62831,44,5,1,76,6,2,18-3702-49303,Little,John,18-3702-49303 Little John ,FALSE,4, 
18-3753-49228,Little Long ,44.45614,-76.56505,44,4,5,76,5,6,18-3753-49228,Little,Long,18-3753-49228 Little Long ,FALSE,4, 
18-3873-49226,Loughborough ,44.44735,-76.41145,44,4,4,76,4,1,18-3873-49226,Loughborough,,18-3873-49226 Loughborough ,TRUE,3,
18-3267-49749,NA,44.91805,-77.19745,44,9,1,77,1,9,18-3267-49749,"NA",NA,18-3267-49749 NA,FALSE,2,
18-4082-49908,Mississippi ,45.06538,-76.1853,45,0,6,76,1,8,18-4082-49908,Mississippi,,18-4082-49908 Mississippi ,TRUE,3,
18-3050-49285,Moira ,44.4871,-77.45373,44,4,8,77,4,5,18-3050-49285,Moira,,18-3050-49285 Moira ,TRUE,3,
18-3549-49862,Palmerston ,45.01754,-76.84758,45,0,1,76,8,4,18-3549-49862,Palmerston,,18-3549-49862 Palmerston ,TRUE,3,
18-3743-49398,Potspoon ,44.60304,-76.58312,44,6,0,76,5,8,18-3743-49398,Potspoon,,18-3743-49398 Potspoon ,TRUE,3,
18-3432-49661,Quebec ,44.83844,-76.98158,44,8,3,76,9,8,18-3432-49661,Quebec,,18-3432-49661 Quebec ,TRUE,3,
18-3998-49356,Sand ,44.56822,-76.26322,44,5,6,76,2,6,18-3998-49356,Sand,,18-3998-49356 Sand ,TRUE,3,
18-3668-49582,Sharbot ,44.76738,-76.69336,44,7,6,76,6,9,18-3668-49582,Sharbot,,18-3668-49582 Sharbot ,TRUE,3,
18-3380-49750,Shawenegog ,44.91015,-77.05502,44,9,1,77,0,5,18-3380-49750,Shawenegog,,18-3380-49750 Shawenegog ,TRUE,3,
18-3404-49395,Sheffield Long ,44.59529,-77.00966,44,5,9,77,0,0,18-3404-49395,Sheffield,Long,18-3404-49395 Sheffield Long ,FALSE,4, 
18-3220-49677,Skootamatta ,44.8375,-77.24743,44,8,3,77,2,4,18-3220-49677,Skootamatta,,18-3220-49677 Skootamatta ,TRUE,3,
18-4028-49206,South ,44.43422,-76.22132,44,4,3,76,2,2,18-4028-49206,South,,18-4028-49206 South ,TRUE,3,
18-3677-49397,St. Andrew s,44.60604,-76.6697,44,6,0,76,6,6,18-3677-49397,St.,Andrew,18-3677-49397 St. Andrew s,FALSE,4, s
18-3760-49200,Sydenham ,44.43074,-76.55674,44,4,3,76,5,5,18-3760-49200,Sydenham,,18-3760-49200 Sydenham ,TRUE,3,
18-3714-49331,Thirteen Island ,44.54076,-76.62158,44,5,4,76,6,2,18-3714-49331,Thirteen,Island,18-3714-49331 Thirteen Island ,FALSE,4, 
18-3941-49484,Upper Rideau ,44.68101,-76.33973,44,6,8,76,3,3,18-3941-49484,Upper,Rideau,18-3941-49484 Upper Rideau ,FALSE,4, 
18-3660-49270,Verona ,44.48517,-76.68599,44,4,8,76,6,8,18-3660-49270,Verona,,18-3660-49270 Verona ,TRUE,3,
18-3085-49890,Weslemkoon ,45.02704,-77.4237,45,0,2,77,4,2,18-3085-49890,Weslemkoon,,18-3085-49890 Weslemkoon ,TRUE,3,
18-3870-49481,Westport Sand ,44.67909,-76.42739,44,6,7,76,4,2,18-3870-49481,Westport,Sand,18-3870-49481 Westport Sand ,FALSE,4, 
18-3808-50183,White ,45.29792,-76.51851,45,2,9,76,5,1,18-3808-50183,White,,18-3808-50183 White ,TRUE,3,
18-4014-49297,Whitefish ,44.51719,-76.23477,44,5,1,76,2,3,18-4014-49297,Whitefish,,18-4014-49297 Whitefish ,TRUE,3,
