waterbodyID,lakeName,lat,long,latD,latM1,latM2,longD,longM1,longM2,waterbodyID_OG,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
17-5565-51124,Mercer ,46.16368,-80.24789,46,1,6,80,2,4,17-5565-51124,Mercer,,17-5565-51124 Mercer ,TRUE,3,
17-5885-52314,Mountain ,47.23078,-79.83215,47,2,3,79,8,3,17-5885-52314,Mountain,,17-5885-52314 Mountain ,TRUE,3,
17-5732-51489,Muskosung ,46.49128,-80.04488,46,4,9,80,0,4,17-5732-51489,Muskosung,,17-5732-51489 Muskosung ,TRUE,3,
17-5909-52183,Net ,47.11604,-79.78758,47,1,1,79,7,8,17-5909-52183,Net,,17-5909-52183 Net ,TRUE,3,
17-5770-51258,Nipissing,46.26473,-79.7733,46,2,6,79,7,7,17-5770-51258,Nipissing,NA,17-5770-51258 Nipissing,FALSE,2,
17-6382-51179,Nosbonsing,46.20715,-79.21294,46,2,0,79,2,1,17-6382-51179,Nosbonsing,NA,17-6382-51179 Nosbonsing,FALSE,2,
17-5566-52101,Obabika ,47.04318,-80.26229,47,0,4,80,2,6,17-5566-52101,Obabika,,17-5566-52101 Obabika ,TRUE,3,
17-6031-52053,Rabbit ,46.9898,-79.6473,46,9,8,79,6,4,17-6031-52053,Rabbit,,17-6031-52053 Rabbit ,TRUE,3,
17-5812-51735,Red Cedar ,46.71781,-79.94034,46,7,1,79,9,4,17-5812-51735,Red,Cedar,17-5812-51735 Red Cedar ,FALSE,4, 
17-5740-52232,Red Squirrel ,47.16035,-80.02394,47,1,6,80,0,2,17-5740-52232,Red,Squirrel,17-5740-52232 Red Squirrel ,FALSE,4, 
17-5950-51006,Restoule ,46.05187,-79.78066,46,0,5,79,7,8,17-5950-51006,Restoule,,17-5950-51006 Restoule ,TRUE,3,
17-5972-52300,Rib ,47.21484,-79.71615,47,2,1,79,7,1,17-5972-52300,Rib,,17-5972-52300 Rib ,TRUE,3,
17-5274-52242,Rodd ,47.17311,-80.63868,47,1,7,80,6,3,17-5274-52242,Rodd,,17-5274-52242 Rodd ,TRUE,3,
17-5243-52488,Smoothwater ,47.39379,-80.6852,47,3,9,80,6,8,17-5243-52488,Smoothwater,,17-5243-52488 Smoothwater ,TRUE,3,
17-5947-51034,Stormy ,46.07978,-79.77476,46,0,7,79,7,7,17-5947-51034,Stormy,,17-5947-51034 Stormy ,TRUE,3,
17-5700-52061,Temagami,46.98896,-80.07046,46,9,8,80,0,7,17-5700-52061,Temagami,NA,17-5700-52061 Temagami,FALSE,2,
17-5889-52256,Thieving Bear ,47.17876,-79.82724,47,1,7,79,8,2,17-5889-52256,Thieving,Bear,17-5889-52256 Thieving Bear ,FALSE,4, 
17-5904-51531,Tomiko ,46.53029,-79.82432,46,5,3,79,8,2,17-5904-51531,Tomiko,,17-5904-51531 Tomiko ,TRUE,3,
17-6290-51301,Trout ,46.3193,-79.33669,46,3,1,79,3,3,17-6290-51301,Trout,,17-6290-51301 Trout ,TRUE,3,
17-5842-51980,Wasaksina ,46.935,-79.89212,46,9,3,79,8,9,17-5842-51980,Wasaksina,,17-5842-51980 Wasaksina ,TRUE,3,
17-6371-51109,Wasi ,46.13849,-79.22591,46,1,3,79,2,2,17-6371-51109,Wasi,,17-6371-51109 Wasi ,TRUE,3,
17-5476-52058,Wawiagama ,47.00583,-80.37028,47,0,0,80,3,7,17-5476-52058,Wawiagama,,17-5476-52058 Wawiagama ,TRUE,3,
17-6007-51793,Wicksteed ,46.76948,-79.67865,46,7,6,79,6,7,17-6007-51793,Wicksteed,,17-6007-51793 Wicksteed ,TRUE,3,
17-5555-52349,Willow Island ,47.27197,-80.26768,47,2,7,80,2,6,17-5555-52349,Willow,Island,17-5555-52349 Willow Island ,FALSE,4, 
17-6140-50979,Wolfe ,46.027,-79.5267,46,0,2,79,5,2,17-6140-50979,Wolfe,,17-6140-50979 Wolfe ,TRUE,3,
17-6731-51370,Lac la Cave,46.49279,-78.92977,46,4,9,78,9,2,17-6731-51370,Lac,la,17-6731-51370 Lac la Cave,FALSE,4, Cave
17-6178-52207,Timiskaming,47.32309,-79.50748,47,3,2,79,5,0,17-6178-52207,Timiskaming,NA,17-6178-52207 Timiskaming,FALSE,2,
17-4127-58673,Attawapiskat River,52.77776,-84.81436,52,7,7,84,8,1,17-4127-58673,Attawapiskat,River,17-4127-58673 Attawapiskat River,TRUE,3,
15-6978-59597,Big Trout ,53.78346,-90.00721,53,7,8,90,0,0,15-6978-59597,Big,Trout,15-6978-59597 Big Trout ,FALSE,4, 
15-3634-56451,Bulging ,50.94425,-94.94722,50,9,4,94,9,4,15-3634-56451,Bulging,,15-3634-56451 Bulging ,TRUE,3,
15-3974-57298,Keechewahshaykahmeeshek/Cairns ,51.70516,-94.49693,51,7,0,94,4,9,15-3974-57298,Keechewahshaykahmeeshek/Cairns,,15-3974-57298 Keechewahshaykahmeeshek/Cairns ,TRUE,3,
15-4198-58335,Deer ,52.63469,-94.20479,52,6,3,94,2,0,15-4198-58335,Deer,,15-4198-58335 Deer ,TRUE,3,
15-5492-60415,Echoing ,54.52068,-92.24003,54,5,2,92,2,4,15-5492-60415,Echoing,,15-5492-60415 Echoing ,TRUE,3,
16-3040-55939,Granite ,50.46972,-89.76793,50,4,6,89,7,6,16-3040-55939,Granite,,16-3040-55939 Granite ,TRUE,3,
15-3615-56383,Haggart ,50.88794,-94.98566,50,8,8,94,9,8,15-3615-56383,Haggart,,15-3615-56383 Haggart ,TRUE,3,
15-6863-55732,Heathcote ,50.28283,-90.38144,50,2,8,90,3,8,15-6863-55732,Heathcote,,15-6863-55732 Heathcote ,TRUE,3,
16-4324-56660,NA,51.14351,-87.96643,51,1,4,87,9,6,16-4324-56660,"NA",NA,16-4324-56660 NA,FALSE,2,
16-3721-56638,Kilbarry ,51.11995,-88.82077,51,1,1,88,8,2,16-3721-56638,Kilbarry,,16-3721-56638 Kilbarry ,TRUE,3,
15-5089-59670,Lingman ,53.85483,-92.85197,53,8,5,92,8,5,15-5089-59670,Lingman,,15-5089-59670 Lingman ,TRUE,3,
15-5751-58597,Nikip ,52.89722,-91.89389,52,8,9,91,8,9,15-5751-58597,Nikip,,15-5751-58597 Nikip ,TRUE,3,
16-4137-58866,NA,53.13145,-88.30604,53,1,3,88,3,0,16-4137-58866,"NA",NA,16-4137-58866 NA,FALSE,2,
15-5061-58179,North Spirit ,52.5156,-92.91514,52,5,1,92,9,1,15-5061-58179,North,Spirit,15-5061-58179 North Spirit ,FALSE,4, 
16-3751-58057,Peeagwon ,52.39063,-88.83429,52,3,9,88,8,3,16-3751-58057,Peeagwon,,16-3751-58057 Peeagwon ,TRUE,3,
16-2890-55711,Redhead ,50.25964,-89.95835,50,2,5,89,9,5,16-2890-55711,Redhead,,16-2890-55711 Redhead ,TRUE,3,
15-5000-58758,Sandy ,53.01908,-93.03714,53,0,1,93,0,3,15-5000-58758,Sandy,,15-5000-58758 Sandy ,TRUE,3,
15-6959-55928,Sassenach ,50.45836,-90.23117,50,4,5,90,2,3,15-6959-55928,Sassenach,,15-6959-55928 Sassenach ,TRUE,3,
16-3601-56788,Shabuskwia ,51.25607,-88.99587,51,2,5,88,9,9,16-3601-56788,Shabuskwia,,16-3601-56788 Shabuskwia ,TRUE,3,
16-3492-57692,Totogan ,52.06298,-89.1905,52,0,6,89,1,9,16-3492-57692,Totogan,,16-3492-57692 Totogan ,TRUE,3,
15-5365-57696,Tutu ,52.07642,-92.46707,52,0,7,92,4,6,15-5365-57696,Tutu,,15-5365-57696 Tutu ,TRUE,3,
16-3020-56135,Wabakimi ,50.64342,-89.78198,50,6,4,89,7,8,16-3020-56135,Wabakimi,,16-3020-56135 Wabakimi ,TRUE,3,
16-3068-56476,Webster ,50.92925,-89.78041,50,9,2,89,7,8,16-3068-56476,Webster,,16-3068-56476 Webster ,TRUE,3,
16-3864-56799,Weese ,51.26148,-88.62762,51,2,6,88,6,2,16-3864-56799,Weese,,16-3864-56799 Weese ,TRUE,3,
16-3769-56381,Whiteclay ,50.91328,-88.71851,50,9,1,88,7,1,16-3769-56381,Whiteclay,,16-3769-56381 Whiteclay ,TRUE,3,
15-5988-58262,Windigo ,52.58151,-91.53567,52,5,8,91,5,3,15-5988-58262,Windigo,,15-5988-58262 Windigo ,TRUE,3,
16-4753-58628,Winisk ,52.94125,-87.39311,52,9,4,87,3,9,16-4753-58628,Winisk,,16-4753-58628 Winisk ,TRUE,3,
15-5765-55453,Abram ,50.05909,-91.92916,50,0,5,91,9,2,15-5765-55453,Abram,,15-5765-55453 Abram ,TRUE,3,
15-5782-55201,Amik ,49.83026,-91.91356,49,8,3,91,9,1,15-5782-55201,Amik,,15-5782-55201 Amik ,TRUE,3,
15-4674-55871,Anishinabi ,50.43988,-93.44327,50,4,3,93,4,4,15-4674-55871,Anishinabi,,15-4674-55871 Anishinabi ,TRUE,3,
15-6471-56202,Arc ,50.71702,-90.90662,50,7,1,90,9,0,15-6471-56202,Arc,,15-6471-56202 Arc ,TRUE,3,
15-5837-55088,Arethusa ,49.71847,-91.86176,49,7,1,91,8,6,15-5837-55088,Arethusa,,15-5837-55088 Arethusa ,TRUE,3,
15-3545-55924,Bain ,50.47745,-95.05374,50,4,7,95,0,5,15-3545-55924,Bain,,15-3545-55924 Bain ,TRUE,3,
15-6065-55009,Barrel ,49.65928,-91.53454,49,6,5,91,5,3,15-6065-55009,Barrel,,15-6065-55009 Barrel ,TRUE,3,
15-6011-55383,Bawden ,49.99869,-91.58399,49,9,9,91,5,8,15-6011-55383,Bawden,,15-6011-55383 Bawden ,TRUE,3,
15-5646-55610,Bee ,50.2001,-92.09297,50,2,0,92,0,9,15-5646-55610,Bee,,15-5646-55610 Bee ,TRUE,3,
15-3553-56171,Bee ,50.69288,-95.06074,50,6,9,95,0,6,15-3553-56171,Bee,,15-3553-56171 Bee ,TRUE,3,
15-6500-55194,Bell ,49.80966,-90.93897,49,8,0,90,9,3,15-6500-55194,Bell,,15-6500-55194 Bell ,TRUE,3,
15-4525-57350,Peekwatahmaewee Sahkaheekahn/Berens ,51.75814,-93.71456,51,7,5,93,7,1,15-4525-57350,Peekwatahmaewee,Sahkaheekahn/Berens,15-4525-57350 Peekwatahmaewee Sahkaheekahn/Berens ,FALSE,4, 
15-6617-56410,Bertaud ,50.89944,-90.69978,50,8,9,90,6,9,15-6617-56410,Bertaud,,15-6617-56410 Bertaud ,TRUE,3,
15-5552-56587,NA,51.07751,-92.21266,51,0,7,92,2,1,15-5552-56587,"NA",NA,15-5552-56587 NA,FALSE,2,
15-4455-55462,Big Canon ,50.06847,-93.75888,50,0,6,93,7,5,15-4455-55462,Big,Canon,15-4455-55462 Big Canon ,FALSE,4, 
15-4131-55595,Big Fox ,50.17355,-94.19317,50,1,7,94,1,9,15-4131-55595,Big,Fox,15-4131-55595 Big Fox ,FALSE,4, 
15-5463-55189,Big Sandy ,49.82359,-92.36295,49,8,2,92,3,6,15-5463-55189,Big,Sandy,15-5463-55189 Big Sandy ,FALSE,4, 
15-5556-55428,Big Vermilion ,50.04484,-92.20826,50,0,4,92,2,0,15-5556-55428,Big,Vermilion,15-5556-55428 Big Vermilion ,FALSE,4, 
15-5452-56951,Birch ,51.39338,-92.37217,51,3,9,92,3,7,15-5452-56951,Birch,,15-5452-56951 Birch ,TRUE,3,
15-3762-55083,Birch ,49.72237,-94.71634,49,7,2,94,7,1,15-3762-55083,Birch,,15-3762-55083 Birch ,TRUE,3,
15-5413-55979,Birmingham ,50.52717,-92.41983,50,5,2,92,4,1,15-5413-55979,Birmingham,,15-5413-55979 Birmingham ,TRUE,3,
15-4919-56922,Blair ,51.37386,-93.11465,51,3,7,93,1,1,15-4919-56922,Blair,,15-4919-56922 Blair ,TRUE,3,
15-5035-56302,Bluffy ,50.81613,-92.96312,50,8,1,92,9,6,15-5035-56302,Bluffy,,15-5035-56302 Bluffy ,TRUE,3,
15-4670-55751,Bornite ,50.32556,-93.46277,50,3,2,93,4,6,15-4670-55751,Bornite,,15-4670-55751 Bornite ,TRUE,3,
15-5970-55554,Botsford ,50.13856,-91.6591,50,1,3,91,6,5,15-5970-55554,Botsford,,15-5970-55554 Botsford ,TRUE,3,
15-4559-55694,Bridge ,50.27807,-93.62387,50,2,7,93,6,2,15-4559-55694,Bridge,,15-4559-55694 Bridge ,TRUE,3,
15-5244-55839,Broadcast ,50.40992,-92.65663,50,4,0,92,6,5,15-5244-55839,Broadcast,,15-5244-55839 Broadcast ,TRUE,3,
15-4765-56293,Bruce ,50.81787,-93.31983,50,8,1,93,3,1,15-4765-56293,Bruce,,15-4765-56293 Bruce ,TRUE,3,
15-4747-56248,NA,50.77244,-93.35925,50,7,7,93,3,5,15-4747-56248,"NA",NA,15-4747-56248 NA,FALSE,2,
15-6143-55885,Bury ,50.43634,-91.3911,50,4,3,91,3,9,15-6143-55885,Bury,,15-6143-55885 Bury ,TRUE,3,
15-4705-56052,Camping ,50.61791,-93.40606,50,6,1,93,4,0,15-4705-56052,Camping,,15-4705-56052 Camping ,TRUE,3,
15-4470-55367,Canyon ,49.9888,-93.68699,49,9,8,93,6,8,15-4470-55367,Canyon,,15-4470-55367 Canyon ,TRUE,3,
15-6217-56090,Carling ,50.6223,-91.28022,50,6,2,91,2,8,15-6217-56090,Carling,,15-6217-56090 Carling ,TRUE,3,
15-6164-54885,Cecil ,49.54021,-91.40065,49,5,4,91,4,0,15-6164-54885,Cecil,,15-6164-54885 Cecil ,TRUE,3,
15-6286-56283,Churchill ,50.79425,-91.17578,50,7,9,91,1,7,15-6286-56283,Churchill,,15-6286-56283 Churchill ,TRUE,3,
15-4653-55440,Clay ,50.04611,-93.48572,50,0,4,93,4,8,15-4653-55440,Clay,,15-4653-55440 Clay ,TRUE,3,
15-4785-55574,Cliff ,50.16879,-93.29998,50,1,6,93,2,9,15-4785-55574,Cliff,,15-4785-55574 Cliff ,TRUE,3,
15-4103-55299,Cliff ,49.9079,-94.23708,49,9,0,94,2,3,15-4103-55299,Cliff,,15-4103-55299 Cliff ,TRUE,3,
15-4589-56848,Coli ,51.31536,-93.59007,51,3,1,93,5,9,15-4589-56848,Coli,,15-4589-56848 Coli ,TRUE,3,
15-5210-56629,Confederation ,51.11521,-92.67556,51,1,1,92,6,7,15-5210-56629,Confederation,,15-5210-56629 Confederation ,TRUE,3,
15-4187-56135,Confusion ,50.65108,-94.17888,50,6,5,94,1,7,15-4187-56135,Confusion,,15-4187-56135 Confusion ,TRUE,3,
15-4270-56011,Conifer ,50.5674,-94.03211,50,5,6,94,0,3,15-4270-56011,Conifer,,15-4270-56011 Conifer ,TRUE,3,
15-4965-56181,Cramp ,50.7135,-93.05651,50,7,1,93,0,5,15-4965-56181,Cramp,,15-4965-56181 Cramp ,TRUE,3,
15-6321-55100,Crystal ,49.72882,-91.1675,49,7,2,91,1,6,15-6321-55100,Crystal,,15-6321-55100 Crystal ,TRUE,3,
15-6444-55569,Davies ,50.14869,-90.97855,50,1,4,90,9,7,15-6444-55569,Davies,,15-6444-55569 Davies ,TRUE,3,
15-6620-56188,De Lesseps ,50.70008,-90.70631,50,7,0,90,7,0,15-6620-56188,De,Lesseps,15-6620-56188 De Lesseps ,FALSE,4, 
15-4250-55493,Delaney ,50.09299,-94.048,50,0,9,94,0,4,15-4250-55493,Delaney,,15-4250-55493 Delaney ,TRUE,3,
15-3786-56088,Dowswell ,50.62006,-94.71704,50,6,2,94,7,1,15-3786-56088,Dowswell,,15-3786-56088 Dowswell ,TRUE,3,
15-5866-55770,Expanse ,50.34437,-91.77352,50,3,4,91,7,7,15-5866-55770,Expanse,,15-5866-55770 Expanse ,TRUE,3,
15-4642-55404,Eye ,50.01584,-93.50594,50,0,1,93,5,0,15-4642-55404,Eye,,15-4642-55404 Eye ,TRUE,3,
15-6742-56100,Fitchie ,50.61813,-90.53714,50,6,1,90,5,3,15-6742-56100,Fitchie,,15-6742-56100 Fitchie ,TRUE,3,
15-3925-55861,Fletcher ,50.42908,-94.48032,50,4,2,94,4,8,15-3925-55861,Fletcher,,15-3925-55861 Fletcher ,TRUE,3,
15-6038-55223,Flying Loon ,49.84431,-91.57267,49,8,4,91,5,7,15-6038-55223,Flying,Loon,15-6038-55223 Flying Loon ,FALSE,4, 
15-5787-56519,NA,51.01365,-91.87832,51,0,1,91,8,7,15-5787-56519,"NA",NA,15-5787-56519 NA,FALSE,2,
15-5703-56992,NA,51.43954,-91.98849,51,4,3,91,9,8,15-5703-56992,"NA",NA,15-5703-56992 NA,FALSE,2,
15-6832-55663,Fog ,50.22294,-90.43085,50,2,2,90,4,3,15-6832-55663,Fog,,15-6832-55663 Fog ,TRUE,3,
16-2934-56630,Frain ,51.07903,-89.9514,51,0,7,89,9,5,16-2934-56630,Frain,,16-2934-56630 Frain ,TRUE,3,
15-5060-55643,NA,50.23158,-92.91464,50,2,3,92,9,1,15-5060-55643,"NA",NA,15-5060-55643 NA,FALSE,2,
15-6378-55460,Gibraltar ,50.0521,-91.07599,50,0,5,91,0,7,15-6378-55460,Gibraltar,,15-6378-55460 Gibraltar ,TRUE,3,
15-6046-55042,Gooch ,49.69139,-91.55158,49,6,9,91,5,5,15-6046-55042,Gooch,,15-6046-55042 Gooch ,TRUE,3,
15-5349-56812,Grace ,51.2872,-92.49861,51,2,8,92,4,9,15-5349-56812,Grace,,15-5349-56812 Grace ,TRUE,3,
15-7043-56488,Greenbush ,50.95093,-90.10466,50,9,5,90,1,0,15-7043-56488,Greenbush,,15-7043-56488 Greenbush ,TRUE,3,
15-4567-56470,Gullrock ,50.96114,-93.64489,50,9,6,93,6,4,15-4567-56470,Gullrock,,15-4567-56470 Gullrock ,TRUE,3,
15-5826-54970,Gustauson ,49.62257,-91.85843,49,6,2,91,8,5,15-5826-54970,Gustauson,,15-5826-54970 Gustauson ,TRUE,3,
15-5606-56722,Hailstone ,51.20038,-92.1061,51,2,0,92,1,0,15-5606-56722,Hailstone,,15-5606-56722 Hailstone ,TRUE,3,
15-6795-56370,Hamilton ,50.86908,-90.43634,50,8,6,90,4,3,15-6795-56370,Hamilton,,15-6795-56370 Hamilton ,TRUE,3,
15-4269-56605,Hammell ,51.09368,-94.0448,51,0,9,94,0,4,15-4269-56605,Hammell,,15-4269-56605 Hammell ,TRUE,3,
15-5396-55107,Hartman ,49.74941,-92.45084,49,7,4,92,4,5,15-5396-55107,Hartman,,15-5396-55107 Hartman ,TRUE,3,
15-5948-55051,Heathwalt ,49.69835,-91.695,49,6,9,91,6,9,15-5948-55051,Heathwalt,,15-5948-55051 Heathwalt ,TRUE,3,
15-6060-55787,Hik ,50.35053,-91.51247,50,3,5,91,5,1,15-6060-55787,Hik,,15-6060-55787 Hik ,TRUE,3,
15-5965-54891,Indian ,49.54834,-91.66632,49,5,4,91,6,6,15-5965-54891,Indian,,15-5965-54891 Indian ,TRUE,3,
15-4623-55297,Indian ,49.91552,-93.53218,49,9,1,93,5,3,15-4623-55297,Indian,,15-4623-55297 Indian ,TRUE,3,
15-5605-56599,Jeanette ,51.0898,-92.13638,51,0,8,92,1,3,15-5605-56599,Jeanette,,15-5605-56599 Jeanette ,TRUE,3,
15-4977-56626,Joyce ,51.1321,-93.01422,51,1,3,93,0,1,15-4977-56626,Joyce,,15-4977-56626 Joyce ,TRUE,3,
15-5433-56498,Jubilee ,51.01066,-92.39986,51,0,1,92,3,9,15-5433-56498,Jubilee,,15-5433-56498 Jubilee ,TRUE,3,
15-6603-55876,Kashaweogama ,50.42091,-90.74437,50,4,2,90,7,4,15-6603-55876,Kashaweogama,,15-6603-55876 Kashaweogama ,TRUE,3,
15-4520-56490,Keg ,50.99542,-93.68541,50,9,9,93,6,8,15-4520-56490,Keg,,15-4520-56490 Keg ,TRUE,3,
15-4356-57093,Wahshaykahmeesheeng/Kirkness ,51.5321,-93.92675,51,5,3,93,9,2,15-4356-57093,Wahshaykahmeesheeng/Kirkness,,15-4356-57093 Wahshaykahmeesheeng/Kirkness ,TRUE,3,
15-5946-55139,Kukukus ,49.7724,-91.68396,49,7,7,91,6,8,15-5946-55139,Kukukus,,15-5946-55139 Kukukus ,TRUE,3,
15-6207-55385,of Bays,49.98409,-91.28781,49,9,8,91,2,8,15-6207-55385,of,Bays,15-6207-55385 of Bays,TRUE,3,
15-6059-54782,Little Sandbar ,49.45098,-91.54113,49,4,5,91,5,4,15-6059-54782,Little,Sandbar,15-6059-54782 Little Sandbar ,FALSE,4, 
15-4414-56807,Little Vermilion ,51.26224,-93.83115,51,2,6,93,8,3,15-4414-56807,Little,Vermilion,15-4414-56807 Little Vermilion ,FALSE,4, 
15-5581-55389,Little Vermilion ,50.00179,-92.15509,50,0,0,92,1,5,15-5581-55389,Little,Vermilion,15-5581-55389 Little Vermilion ,FALSE,4, 
15-4172-56262,Longlegged ,50.78395,-94.17453,50,7,8,94,1,7,15-4172-56262,Longlegged,,15-4172-56262 Longlegged ,TRUE,3,
15-5584-55517,Lost ,50.1364,-92.21195,50,1,3,92,2,1,15-5584-55517,Lost,,15-5584-55517 Lost ,TRUE,3,
15-4066-55579,Lount ,50.17089,-94.30746,50,1,7,94,3,0,15-4066-55579,Lount,,15-4066-55579 Lount ,TRUE,3,
15-5036-57231,Mamakwash ,51.66266,-92.93466,51,6,6,92,9,3,15-5036-57231,Mamakwash,,15-5036-57231 Mamakwash ,TRUE,3,
15-5853-54894,Mameigwess ,49.55072,-91.82545,49,5,5,91,8,2,15-5853-54894,Mameigwess,,15-5853-54894 Mameigwess ,TRUE,3,
15-6137-55606,Marchington ,50.19345,-91.38973,50,1,9,91,3,8,15-6137-55606,Marchington,,15-6137-55606 Marchington ,TRUE,3,
15-5858-55502,Marchington River,50.20452,-91.52145,50,2,0,91,5,2,15-5858-55502,Marchington,River,15-5858-55502 Marchington River,TRUE,3,
15-6457-55062,Mattawa ,49.69831,-90.97644,49,6,9,90,9,7,15-6457-55062,Mattawa,,15-6457-55062 Mattawa ,TRUE,3,
15-6908-56374,McCrea ,50.85869,-90.28963,50,8,5,90,2,8,15-6908-56374,McCrea,,15-6908-56374 McCrea ,TRUE,3,
15-6720-56440,Medcalf ,50.92614,-90.55398,50,9,2,90,5,5,15-6720-56440,Medcalf,,15-6720-56440 Medcalf ,TRUE,3,
15-5535-55111,Mickle ,49.75393,-92.2553,49,7,5,92,2,5,15-5535-55111,Mickle,,15-5535-55111 Mickle ,TRUE,3,
15-6733-56270,Minchin ,50.76686,-90.54351,50,7,6,90,5,4,15-6733-56270,Minchin,,15-6733-56270 Minchin ,TRUE,3,
15-6523-56318,Miniss ,50.82132,-90.87326,50,8,2,90,8,7,15-6523-56318,Miniss,,15-6523-56318 Miniss ,TRUE,3,
15-5735-55360,Minnitaki ,49.97183,-91.95802,49,9,7,91,9,5,15-5735-55360,Minnitaki,,15-5735-55360 Minnitaki ,TRUE,3,
15-5282-55495,Mold ,50.09953,-92.6059,50,0,9,92,6,0,15-5282-55495,Mold,,15-5282-55495 Mold ,TRUE,3,
15-5802-54916,Mud ,49.57403,-91.89103,49,5,7,91,8,9,15-5802-54916,Mud,,15-5802-54916 Mud ,TRUE,3,
15-5001-56935,NA,51.39459,-92.99692,51,3,9,92,9,9,15-5001-56935,"NA",NA,15-5001-56935 NA,FALSE,2,
15-4613-57020,Ooshkahtahkahwee Sahkaheekahn/Nungesser ,51.47248,-93.53952,51,4,7,93,5,3,15-4613-57020,Ooshkahtahkahwee,Sahkaheekahn/Nungesser,15-4613-57020 Ooshkahtahkahwee Sahkaheekahn/Nungesser ,FALSE,4, 
15-4450-55883,Oak ,50.43811,-93.78729,50,4,3,93,7,8,15-4450-55883,Oak,,15-4450-55883 Oak ,TRUE,3,
15-4109-56434,Onnie ,50.93757,-94.26786,50,9,3,94,2,6,15-4109-56434,Onnie,,15-4109-56434 Onnie ,TRUE,3,
15-5808-56326,Otatakan ,50.85048,-91.85134,50,8,5,91,8,5,15-5808-56326,Otatakan,,15-5808-56326 Otatakan ,TRUE,3,
15-6056-54920,Paguchi ,49.56217,-91.52956,49,5,6,91,5,2,15-6056-54920,Paguchi,,15-6056-54920 Paguchi ,TRUE,3,
15-4660-56220,Pakwash ,50.74727,-93.50609,50,7,4,93,5,0,15-4660-56220,Pakwash,,15-4660-56220 Pakwash ,TRUE,3,
15-6895-56512,Pashkokogan ,50.98287,-90.30102,50,9,8,90,3,0,15-6895-56512,Pashkokogan,,15-6895-56512 Pashkokogan ,TRUE,3,
15-4526-57073,Pedlar ,51.51053,-93.69557,51,5,1,93,6,9,15-4526-57073,Pedlar,,15-4526-57073 Pedlar ,TRUE,3,
15-5737-55520,Pelican ,50.1115,-91.96123,50,1,1,91,9,6,15-5737-55520,Pelican,,15-5737-55520 Pelican ,TRUE,3,
15-6300-55346,Penassi ,49.95125,-91.19549,49,9,5,91,1,9,15-6300-55346,Penassi,,15-6300-55346 Penassi ,TRUE,3,
15-4900-55708,Perrault ,50.29084,-93.13068,50,2,9,93,1,3,15-4900-55708,Perrault,,15-4900-55708 Perrault ,TRUE,3,
15-4304-57399,Peekahchekahmeewee Sahkaheekahn/Pikangikum ,51.80217,-93.99622,51,8,0,93,9,9,15-4304-57399,Peekahchekahmeewee,Sahkaheekahn/Pikangikum,15-4304-57399 Peekahchekahmeewee Sahkaheekahn/Pikangikum ,FALSE,4, 
15-5213-56724,Premier ,51.20424,-92.69474,51,2,0,92,6,9,15-5213-56724,Premier,,15-5213-56724 Premier ,TRUE,3,
15-6090-55164,Press ,49.79986,-91.50461,49,7,9,91,5,0,15-6090-55164,Press,,15-6090-55164 Press ,TRUE,3,
15-4596-56570,Ranger ,51.06628,-93.57263,51,0,6,93,5,7,15-4596-56570,Ranger,,15-4596-56570 Ranger ,TRUE,3,
15-4335-56548,Red ,51.06421,-93.95704,51,0,6,93,9,5,15-4335-56548,Red,,15-4335-56548 Red ,TRUE,3,
15-5670-55575,Richardson ,50.16956,-92.06356,50,1,6,92,0,6,15-5670-55575,Richardson,,15-5670-55575 Richardson ,TRUE,3,
15-6931-55274,Rude ,49.87008,-90.31323,49,8,7,90,3,1,15-6931-55274,Rude,,15-6931-55274 Rude ,TRUE,3,
15-6825-55952,Savant ,50.4823,-90.42741,50,4,8,90,4,2,15-6825-55952,Savant,,15-6825-55952 Savant ,TRUE,3,
15-6448-54598,Savoy ,49.27585,-91.01053,49,2,7,91,0,1,15-6448-54598,Savoy,,15-6448-54598 Savoy ,TRUE,3,
15-6908-55246,Scruffy ,49.84777,-90.35099,49,8,4,90,3,5,15-6908-55246,Scruffy,,15-6908-55246 Scruffy ,TRUE,3,
15-6531-54804,Selwyn ,49.45958,-90.89168,49,4,5,90,8,9,15-6531-54804,Selwyn,,15-6531-54804 Selwyn ,TRUE,3,
15-6890-55500,Seseganaga ,50.06571,-90.35308,50,0,6,90,3,5,15-6890-55500,Seseganaga,,15-6890-55500 Seseganaga ,TRUE,3,
15-5365-55747,Lac Seul,50.40282,-92.47874,50,4,0,92,4,7,15-5365-55747,Lac,Seul,15-5365-55747 Lac Seul,TRUE,3,
15-5045-56849,Shabu ,51.31424,-92.93967,51,3,1,92,9,3,15-5045-56849,Shabu,,15-5045-56849 Shabu ,TRUE,3,
15-5267-56886,Shabumeni ,51.34593,-92.63534,51,3,4,92,6,3,15-5267-56886,Shabumeni,,15-5267-56886 Shabumeni ,TRUE,3,
15-4741-57335,Pahkayyahkahmahk/Silcox ,51.75362,-93.37461,51,7,5,93,3,7,15-4741-57335,Pahkayyahkahmahk/Silcox,,15-4741-57335 Pahkayyahkahmahk/Silcox ,TRUE,3,
15-6881-55875,Silver ,50.41174,-90.35324,50,4,1,90,3,5,15-6881-55875,Silver,,15-6881-55875 Silver ,TRUE,3,
