lakeName,latARU,latBsM,longARU,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID
Little Long,463951,44.45614,820651,-76.56505,46,3,9,44,4,5,82,0,6,76,5,6,17-4148-51682,18-3753-49228
Little Long,491658,44.45614,915208,-76.56505,49,1,6,44,4,5,91,5,2,76,5,6,15-5823-54593,18-3753-49228
Little Meach,451723,45.28978,780716,-78.12084,45,1,7,45,2,8,78,0,7,78,1,2,17-7258-50190,17-7258-50190
Little Moraine,490110,49.01989,885014,-88.83585,49,0,1,49,0,1,88,5,0,88,8,3,16-3657-54310,16-3657-54310
Little Sandbar,492657,49.45098,913222,-91.54113,49,2,6,49,4,5,91,3,2,91,5,4,15-6059-54782,15-6059-54782
Little Sturge,491233,49.21193,885438,-88.90847,49,1,2,49,2,1,88,5,4,88,9,0,16-3608-54522,16-3608-54522
Little Trout,454304,48.64278,785405,-90.9567,45,4,3,48,6,4,78,5,4,90,9,5,17-6633-50646,15-6510-53885
Little Trout,454033,48.64278,790326,-90.9567,45,4,0,48,6,4,79,0,3,90,9,5,17-6513-50596,15-6510-53885
Little Trout,461940,48.64278,821403,-90.9567,46,1,9,48,6,4,82,1,4,90,9,5,17-4050-51310,15-6510-53885
Little Trout,464937,48.64278,822145,-90.9567,46,4,9,48,6,4,82,2,1,90,9,5,17-3961-51866,15-6510-53885
Little Trout,475611,48.64278,852606,-90.9567,47,5,6,48,6,4,85,2,6,90,9,5,16-6169-53102,15-6510-53885
Little Trout,495951,48.64278,940508,-90.9567,49,5,9,48,6,4,94,0,5,90,9,5,15-4222-55387,15-6510-53885
Little Trout,510310,48.64278,931420,-90.9567,51,0,3,48,6,4,93,1,4,90,9,5,15-4833-56555,15-6510-53885
Little Turtle,484728,48.78047,924157,-92.68563,48,4,7,48,7,8,92,4,1,92,6,8,15-5221-54041,15-5221-54041
Little Vermilion,500004,51.26224,921120,-93.83115,50,0,0,51,2,6,92,1,1,93,8,3,15-5581-55389,15-4414-56807
Little Vermilion,500004,50.00179,921120,-92.15509,50,0,0,50,0,0,92,1,1,92,1,5,15-5581-55389,15-5581-55389
Little Vermilion,511635,51.26224,935024,-93.83115,51,1,6,51,2,6,93,5,0,93,8,3,15-4414-56807,15-4414-56807
Little Vermilion,511635,50.00179,935024,-92.15509,51,1,6,50,0,0,93,5,0,92,1,5,15-4414-56807,15-5581-55389
Little Wawa,475050,47.84731,834942,-83.82821,47,5,0,47,8,4,83,4,9,83,8,2,17-2884-53030,17-2884-53030
Lloyd,475143,47.85644,805942,-81.0022,47,5,1,47,8,5,80,5,9,81,0,0,17-5004-53007,17-5004-53007
Lloyd,490308,47.85644,881100,-81.0022,49,0,3,47,8,5,88,1,1,81,0,0,16-4135-54337,17-5004-53007
Lloyd,491058,47.85644,811552,-81.0022,49,1,0,47,8,5,81,1,5,81,0,0,17-4807-54476,17-5004-53007
Lloyd,493332,47.85644,844150,-81.0022,49,3,3,47,8,5,84,4,1,81,0,0,16-6665-54919,17-5004-53007
Loch Erne,453025,48.6134,795931,-90.36049,45,3,0,48,6,1,79,5,9,90,3,6,17-5788-50395,15-6946-53876
Loch Erne,483646,48.6134,902137,-90.36049,48,3,6,48,6,1,90,2,1,90,3,6,15-6946-53876,15-6946-53876
Loch Lomond,481526,48.37071,891941,-84.19517,48,1,5,48,3,7,89,1,9,84,1,9,16-3272-53473,16-7074-53606
Loch Lomond,481526,48.25705,891941,-89.32431,48,1,5,48,2,5,89,1,9,89,3,2,16-3272-53473,16-3272-53473
Logan,NA,47.19047,NA,-84.00983,NA,NA,NA,47,1,9,NA,NA,NA,84,0,0,17-5109-52753,16-7260-52296
Loganberry,492648,49.44536,900724,-90.13101,49,2,6,49,4,4,90,0,7,90,1,3,15-7085-54809,15-7085-54809
Long,443417,49.44607,775909,-92.32731,44,3,4,49,4,4,77,5,9,92,3,2,18-2629-49395,15-5477-54774
Long,443417,48.73714,775909,-88.73431,44,3,4,48,7,3,77,5,9,88,7,3,18-2629-49395,16-3725-53994
Long,443417,49.47507,775909,-86.89059,44,3,4,49,4,7,77,5,9,86,8,9,18-2629-49395,16-5079-54800
Long,443417,45.71027,775909,-79.17508,44,3,4,45,7,1,77,5,9,79,1,7,18-2629-49395,17-6412-50632
Long,443417,44.79017,775909,-79.48171,44,3,4,44,7,9,77,5,9,79,4,8,18-2629-49395,17-6191-49604
Long,444122,49.44607,781013,-92.32731,44,4,1,49,4,4,78,1,0,92,3,2,17-7242-49521,15-5477-54774
Long,444122,48.73714,781013,-88.73431,44,4,1,48,7,3,78,1,0,88,7,3,17-7242-49521,16-3725-53994
Long,444122,49.47507,781013,-86.89059,44,4,1,49,4,7,78,1,0,86,8,9,17-7242-49521,16-5079-54800
Long,444122,45.71027,781013,-79.17508,44,4,1,45,7,1,78,1,0,79,1,7,17-7242-49521,17-6412-50632
Long,444122,44.79017,781013,-79.48171,44,4,1,44,7,9,78,1,0,79,4,8,17-7242-49521,17-6191-49604
Long,445737,49.44607,790749,-92.32731,44,5,7,49,4,4,79,0,7,92,3,2,17-6475-49800,15-5477-54774
Long,445737,48.73714,790749,-88.73431,44,5,7,48,7,3,79,0,7,88,7,3,17-6475-49800,16-3725-53994
Long,445737,49.47507,790749,-86.89059,44,5,7,49,4,7,79,0,7,86,8,9,17-6475-49800,16-5079-54800
Long,445737,45.71027,790749,-79.17508,44,5,7,45,7,1,79,0,7,79,1,7,17-6475-49800,17-6412-50632
Long,445737,44.79017,790749,-79.48171,44,5,7,44,7,9,79,0,7,79,4,8,17-6475-49800,17-6191-49604
Long,445948,49.44607,793606,-92.32731,44,5,9,49,4,4,79,3,6,92,3,2,17-6102-49833,15-5477-54774
Long,445948,48.73714,793606,-88.73431,44,5,9,48,7,3,79,3,6,88,7,3,17-6102-49833,16-3725-53994
Long,445948,49.47507,793606,-86.89059,44,5,9,49,4,7,79,3,6,86,8,9,17-6102-49833,16-5079-54800
Long,445948,45.71027,793606,-79.17508,44,5,9,45,7,1,79,3,6,79,1,7,17-6102-49833,17-6412-50632
Long,445948,44.79017,793606,-79.48171,44,5,9,44,7,9,79,3,6,79,4,8,17-6102-49833,17-6191-49604
Long,445758,49.44607,781857,-92.32731,44,5,7,49,4,4,78,1,8,92,3,2,17-7117-49825,15-5477-54774
Long,445758,48.73714,781857,-88.73431,44,5,7,48,7,3,78,1,8,88,7,3,17-7117-49825,16-3725-53994
Long,445758,49.47507,781857,-86.89059,44,5,7,49,4,7,78,1,8,86,8,9,17-7117-49825,16-5079-54800
Long,445758,45.71027,781857,-79.17508,44,5,7,45,7,1,78,1,8,79,1,7,17-7117-49825,17-6412-50632
Long,445758,44.79017,781857,-79.48171,44,5,7,44,7,9,78,1,8,79,4,8,17-7117-49825,17-6191-49604
Long,442938,49.44607,760452,-92.32731,44,2,9,49,4,4,76,0,4,92,3,2,18-4140-49271,15-5477-54774
Long,442938,48.73714,760452,-88.73431,44,2,9,48,7,3,76,0,4,88,7,3,18-4140-49271,16-3725-53994
Long,442938,49.47507,760452,-86.89059,44,2,9,49,4,7,76,0,4,86,8,9,18-4140-49271,16-5079-54800
Long,442938,45.71027,760452,-79.17508,44,2,9,45,7,1,76,0,4,79,1,7,18-4140-49271,17-6412-50632
Long,442938,44.79017,760452,-79.48171,44,2,9,44,7,9,76,0,4,79,4,8,18-4140-49271,17-6191-49604
Long,444736,49.44607,761447,-92.32731,44,4,7,49,4,4,76,1,4,92,3,2,18-4014-49605,15-5477-54774
Long,444736,48.73714,761447,-88.73431,44,4,7,48,7,3,76,1,4,88,7,3,18-4014-49605,16-3725-53994
Long,444736,49.47507,761447,-86.89059,44,4,7,49,4,7,76,1,4,86,8,9,18-4014-49605,16-5079-54800
Long,444736,45.71027,761447,-79.17508,44,4,7,45,7,1,76,1,4,79,1,7,18-4014-49605,17-6412-50632
Long,444736,44.79017,761447,-79.48171,44,4,7,44,7,9,76,1,4,79,4,8,18-4014-49605,17-6191-49604
Long,444023,49.44607,764617,-92.32731,44,4,0,49,4,4,76,4,6,92,3,2,18-3596-49479,15-5477-54774
Long,444023,48.73714,764617,-88.73431,44,4,0,48,7,3,76,4,6,88,7,3,18-3596-49479,16-3725-53994
Long,444023,49.47507,764617,-86.89059,44,4,0,49,4,7,76,4,6,86,8,9,18-3596-49479,16-5079-54800
Long,444023,45.71027,764617,-79.17508,44,4,0,45,7,1,76,4,6,79,1,7,18-3596-49479,17-6412-50632
Long,444023,44.79017,764617,-79.48171,44,4,0,44,7,9,76,4,6,79,4,8,18-3596-49479,17-6191-49604
Long,444722,49.44607,792941,-92.32731,44,4,7,49,4,4,79,2,9,92,3,2,17-6191-49605,15-5477-54774
Long,444722,48.73714,792941,-88.73431,44,4,7,48,7,3,79,2,9,88,7,3,17-6191-49605,16-3725-53994
Long,444722,49.47507,792941,-86.89059,44,4,7,49,4,7,79,2,9,86,8,9,17-6191-49605,16-5079-54800
Long,444722,45.71027,792941,-79.17508,44,4,7,45,7,1,79,2,9,79,1,7,17-6191-49605,17-6412-50632
Long,444722,44.79017,792941,-79.48171,44,4,7,44,7,9,79,2,9,79,4,8,17-6191-49605,17-6191-49604
Long,442744,49.44607,781011,-92.32731,44,2,7,49,4,4,78,1,0,92,3,2,17-7252-49269,15-5477-54774
Long,442744,48.73714,781011,-88.73431,44,2,7,48,7,3,78,1,0,88,7,3,17-7252-49269,16-3725-53994
Long,442744,49.47507,781011,-86.89059,44,2,7,49,4,7,78,1,0,86,8,9,17-7252-49269,16-5079-54800
Long,442744,45.71027,781011,-79.17508,44,2,7,45,7,1,78,1,0,79,1,7,17-7252-49269,17-6412-50632
Long,442744,44.79017,781011,-79.48171,44,2,7,44,7,9,78,1,0,79,4,8,17-7252-49269,17-6191-49604
Long,445924,49.44607,780614,-92.32731,44,5,9,49,4,4,78,0,6,92,3,2,17-7283-49857,15-5477-54774
Long,445924,48.73714,780614,-88.73431,44,5,9,48,7,3,78,0,6,88,7,3,17-7283-49857,16-3725-53994
Long,445924,49.47507,780614,-86.89059,44,5,9,49,4,7,78,0,6,86,8,9,17-7283-49857,16-5079-54800
Long,445924,45.71027,780614,-79.17508,44,5,9,45,7,1,78,0,6,79,1,7,17-7283-49857,17-6412-50632
Long,445924,44.79017,780614,-79.48171,44,5,9,44,7,9,78,0,6,79,4,8,17-7283-49857,17-6191-49604
Long,450321,49.44607,780823,-92.32731,45,0,3,49,4,4,78,0,8,92,3,2,17-7252-49929,15-5477-54774
Long,450321,48.73714,780823,-88.73431,45,0,3,48,7,3,78,0,8,88,7,3,17-7252-49929,16-3725-53994
Long,450321,49.47507,780823,-86.89059,45,0,3,49,4,7,78,0,8,86,8,9,17-7252-49929,16-5079-54800
Long,450321,45.71027,780823,-79.17508,45,0,3,45,7,1,78,0,8,79,1,7,17-7252-49929,17-6412-50632
Long,450321,44.79017,780823,-79.48171,45,0,3,44,7,9,78,0,8,79,4,8,17-7252-49929,17-6191-49604
Long,451953,49.44607,792931,-92.32731,45,1,9,49,4,4,79,2,9,92,3,2,17-6182-50207,15-5477-54774
Long,451953,48.73714,792931,-88.73431,45,1,9,48,7,3,79,2,9,88,7,3,17-6182-50207,16-3725-53994
Long,451953,49.47507,792931,-86.89059,45,1,9,49,4,7,79,2,9,86,8,9,17-6182-50207,16-5079-54800
Long,451953,45.71027,792931,-79.17508,45,1,9,45,7,1,79,2,9,79,1,7,17-6182-50207,17-6412-50632
Long,451953,44.79017,792931,-79.48171,45,1,9,44,7,9,79,2,9,79,4,8,17-6182-50207,17-6191-49604
Long,455103,49.44607,791121,-92.32731,45,5,1,49,4,4,79,1,1,92,3,2,17-6406-50789,15-5477-54774
Long,455103,48.73714,791121,-88.73431,45,5,1,48,7,3,79,1,1,88,7,3,17-6406-50789,16-3725-53994
Long,455103,49.47507,791121,-86.89059,45,5,1,49,4,7,79,1,1,86,8,9,17-6406-50789,16-5079-54800
Long,455103,45.71027,791121,-79.17508,45,5,1,45,7,1,79,1,1,79,1,7,17-6406-50789,17-6412-50632
Long,455103,44.79017,791121,-79.48171,45,5,1,44,7,9,79,1,1,79,4,8,17-6406-50789,17-6191-49604
Long,453643,49.44607,790034,-92.32731,45,3,6,49,4,4,79,0,0,92,3,2,17-6552-50527,15-5477-54774
Long,453643,48.73714,790034,-88.73431,45,3,6,48,7,3,79,0,0,88,7,3,17-6552-50527,16-3725-53994
Long,453643,49.47507,790034,-86.89059,45,3,6,49,4,7,79,0,0,86,8,9,17-6552-50527,16-5079-54800
Long,453643,45.71027,790034,-79.17508,45,3,6,45,7,1,79,0,0,79,1,7,17-6552-50527,17-6412-50632
Long,453643,44.79017,790034,-79.48171,45,3,6,44,7,9,79,0,0,79,4,8,17-6552-50527,17-6191-49604
Long,454236,49.44607,791109,-92.32731,45,4,2,49,4,4,79,1,1,92,3,2,17-6412-50632,15-5477-54774
Long,454236,48.73714,791109,-88.73431,45,4,2,48,7,3,79,1,1,88,7,3,17-6412-50632,16-3725-53994
Long,454236,49.47507,791109,-86.89059,45,4,2,49,4,7,79,1,1,86,8,9,17-6412-50632,16-5079-54800
Long,454236,45.71027,791109,-79.17508,45,4,2,45,7,1,79,1,1,79,1,7,17-6412-50632,17-6412-50632
Long,454236,44.79017,791109,-79.48171,45,4,2,44,7,9,79,1,1,79,4,8,17-6412-50632,17-6191-49604
Long,450239,49.44607,782150,-92.32731,45,0,2,49,4,4,78,2,1,92,3,2,17-7076-49910,15-5477-54774
Long,450239,48.73714,782150,-88.73431,45,0,2,48,7,3,78,2,1,88,7,3,17-7076-49910,16-3725-53994
Long,450239,49.47507,782150,-86.89059,45,0,2,49,4,7,78,2,1,86,8,9,17-7076-49910,16-5079-54800
Long,450239,45.71027,782150,-79.17508,45,0,2,45,7,1,78,2,1,79,1,7,17-7076-49910,17-6412-50632
Long,450239,44.79017,782150,-79.48171,45,0,2,44,7,9,78,2,1,79,4,8,17-7076-49910,17-6191-49604
Long,451618,49.44607,794430,-92.32731,45,1,6,49,4,4,79,4,4,92,3,2,17-5987-50137,15-5477-54774
Long,451618,48.73714,794430,-88.73431,45,1,6,48,7,3,79,4,4,88,7,3,17-5987-50137,16-3725-53994
Long,451618,49.47507,794430,-86.89059,45,1,6,49,4,7,79,4,4,86,8,9,17-5987-50137,16-5079-54800
Long,451618,45.71027,794430,-79.17508,45,1,6,45,7,1,79,4,4,79,1,7,17-5987-50137,17-6412-50632
Long,451618,44.79017,794430,-79.48171,45,1,6,44,7,9,79,4,4,79,4,8,17-5987-50137,17-6191-49604
Long,452108,49.44607,795438,-92.32731,45,2,1,49,4,4,79,5,4,92,3,2,17-5853-50224,15-5477-54774
Long,452108,48.73714,795438,-88.73431,45,2,1,48,7,3,79,5,4,88,7,3,17-5853-50224,16-3725-53994
Long,452108,49.47507,795438,-86.89059,45,2,1,49,4,7,79,5,4,86,8,9,17-5853-50224,16-5079-54800
Long,452108,45.71027,795438,-79.17508,45,2,1,45,7,1,79,5,4,79,1,7,17-5853-50224,17-6412-50632
Long,452108,44.79017,795438,-79.48171,45,2,1,44,7,9,79,5,4,79,4,8,17-5853-50224,17-6191-49604
Long,453032,49.44607,795842,-92.32731,45,3,0,49,4,4,79,5,8,92,3,2,17-5798-50398,15-5477-54774
Long,453032,48.73714,795842,-88.73431,45,3,0,48,7,3,79,5,8,88,7,3,17-5798-50398,16-3725-53994
Long,453032,49.47507,795842,-86.89059,45,3,0,49,4,7,79,5,8,86,8,9,17-5798-50398,16-5079-54800
Long,453032,45.71027,795842,-79.17508,45,3,0,45,7,1,79,5,8,79,1,7,17-5798-50398,17-6412-50632
Long,453032,44.79017,795842,-79.48171,45,3,0,44,7,9,79,5,8,79,4,8,17-5798-50398,17-6191-49604
Long,451828,49.44607,770026,-92.32731,45,1,8,49,4,4,77,0,0,92,3,2,18-3426-50189,15-5477-54774
Long,451828,48.73714,770026,-88.73431,45,1,8,48,7,3,77,0,0,88,7,3,18-3426-50189,16-3725-53994
Long,451828,49.47507,770026,-86.89059,45,1,8,49,4,7,77,0,0,86,8,9,18-3426-50189,16-5079-54800
Long,451828,45.71027,770026,-79.17508,45,1,8,45,7,1,77,0,0,79,1,7,18-3426-50189,17-6412-50632
Long,451828,44.79017,770026,-79.48171,45,1,8,44,7,9,77,0,0,79,4,8,18-3426-50189,17-6191-49604
Long,454122,49.44607,771649,-92.32731,45,4,1,49,4,4,77,1,6,92,3,2,18-3225-50619,15-5477-54774
Long,454122,48.73714,771649,-88.73431,45,4,1,48,7,3,77,1,6,88,7,3,18-3225-50619,16-3725-53994
Long,454122,49.47507,771649,-86.89059,45,4,1,49,4,7,77,1,6,86,8,9,18-3225-50619,16-5079-54800
Long,454122,45.71027,771649,-79.17508,45,4,1,45,7,1,77,1,6,79,1,7,18-3225-50619,17-6412-50632
Long,454122,44.79017,771649,-79.48171,45,4,1,44,7,9,77,1,6,79,4,8,18-3225-50619,17-6191-49604
Long,462051,49.44607,832440,-92.32731,46,2,0,49,4,4,83,2,4,92,3,2,17-3145-51353,15-5477-54774
Long,462051,48.73714,832440,-88.73431,46,2,0,48,7,3,83,2,4,88,7,3,17-3145-51353,16-3725-53994
Long,462051,49.47507,832440,-86.89059,46,2,0,49,4,7,83,2,4,86,8,9,17-3145-51353,16-5079-54800
Long,462051,45.71027,832440,-79.17508,46,2,0,45,7,1,83,2,4,79,1,7,17-3145-51353,17-6412-50632
Long,462051,44.79017,832440,-79.48171,46,2,0,44,7,9,83,2,4,79,4,8,17-3145-51353,17-6191-49604
Long,460852,49.44607,790226,-92.32731,46,0,8,49,4,4,79,0,2,92,3,2,17-6513-51121,15-5477-54774
Long,460852,48.73714,790226,-88.73431,46,0,8,48,7,3,79,0,2,88,7,3,17-6513-51121,16-3725-53994
Long,460852,49.47507,790226,-86.89059,46,0,8,49,4,7,79,0,2,86,8,9,17-6513-51121,16-5079-54800
Long,460852,45.71027,790226,-79.17508,46,0,8,45,7,1,79,0,2,79,1,7,17-6513-51121,17-6412-50632
Long,460852,44.79017,790226,-79.48171,46,0,8,44,7,9,79,0,2,79,4,8,17-6513-51121,17-6191-49604
Long,463554,49.44607,813602,-92.32731,46,3,5,49,4,4,81,3,6,92,3,2,17-4540-51605,15-5477-54774
Long,463554,48.73714,813602,-88.73431,46,3,5,48,7,3,81,3,6,88,7,3,17-4540-51605,16-3725-53994
Long,463554,49.47507,813602,-86.89059,46,3,5,49,4,7,81,3,6,86,8,9,17-4540-51605,16-5079-54800
Long,463554,45.71027,813602,-79.17508,46,3,5,45,7,1,81,3,6,79,1,7,17-4540-51605,17-6412-50632
Long,463554,44.79017,813602,-79.48171,46,3,5,44,7,9,81,3,6,79,4,8,17-4540-51605,17-6191-49604
Long,473631,49.44607,804945,-92.32731,47,3,6,49,4,4,80,4,9,92,3,2,17-5128-52726,15-5477-54774
Long,473631,48.73714,804945,-88.73431,47,3,6,48,7,3,80,4,9,88,7,3,17-5128-52726,16-3725-53994
Long,473631,49.47507,804945,-86.89059,47,3,6,49,4,7,80,4,9,86,8,9,17-5128-52726,16-5079-54800
Long,473631,45.71027,804945,-79.17508,47,3,6,45,7,1,80,4,9,79,1,7,17-5128-52726,17-6412-50632
Long,473631,44.79017,804945,-79.48171,47,3,6,44,7,9,80,4,9,79,4,8,17-5128-52726,17-6191-49604
Long,484413,49.44607,884403,-92.32731,48,4,4,49,4,4,88,4,4,92,3,2,16-3725-53995,15-5477-54774
Long,484413,48.73714,884403,-88.73431,48,4,4,48,7,3,88,4,4,88,7,3,16-3725-53995,16-3725-53994
Long,484413,49.47507,884403,-86.89059,48,4,4,49,4,7,88,4,4,86,8,9,16-3725-53995,16-5079-54800
Long,484413,45.71027,884403,-79.17508,48,4,4,45,7,1,88,4,4,79,1,7,16-3725-53995,17-6412-50632
Long,484413,44.79017,884403,-79.48171,48,4,4,44,7,9,88,4,4,79,4,8,16-3725-53995,17-6191-49604
Long,483812,49.44607,902907,-92.32731,48,3,8,49,4,4,90,2,9,92,3,2,15-6853-53899,15-5477-54774
Long,483812,48.73714,902907,-88.73431,48,3,8,48,7,3,90,2,9,88,7,3,15-6853-53899,16-3725-53994
Long,483812,49.47507,902907,-86.89059,48,3,8,49,4,7,90,2,9,86,8,9,15-6853-53899,16-5079-54800
Long,483812,45.71027,902907,-79.17508,48,3,8,45,7,1,90,2,9,79,1,7,15-6853-53899,17-6412-50632
Long,483812,44.79017,902907,-79.48171,48,3,8,44,7,9,90,2,9,79,4,8,15-6853-53899,17-6191-49604
Long,481337,49.44607,814725,-92.32731,48,1,3,49,4,4,81,4,7,92,3,2,17-4413-53416,15-5477-54774
Long,481337,48.73714,814725,-88.73431,48,1,3,48,7,3,81,4,7,88,7,3,17-4413-53416,16-3725-53994
Long,481337,49.47507,814725,-86.89059,48,1,3,49,4,7,81,4,7,86,8,9,17-4413-53416,16-5079-54800
Long,481337,45.71027,814725,-79.17508,48,1,3,45,7,1,81,4,7,79,1,7,17-4413-53416,17-6412-50632
Long,481337,44.79017,814725,-79.48171,48,1,3,44,7,9,81,4,7,79,4,8,17-4413-53416,17-6191-49604
Long,481528,49.44607,814744,-92.32731,48,1,5,49,4,4,81,4,7,92,3,2,17-4409-53450,15-5477-54774
Long,481528,48.73714,814744,-88.73431,48,1,5,48,7,3,81,4,7,88,7,3,17-4409-53450,16-3725-53994
Long,481528,49.47507,814744,-86.89059,48,1,5,49,4,7,81,4,7,86,8,9,17-4409-53450,16-5079-54800
Long,481528,45.71027,814744,-79.17508,48,1,5,45,7,1,81,4,7,79,1,7,17-4409-53450,17-6412-50632
Long,481528,44.79017,814744,-79.48171,48,1,5,44,7,9,81,4,7,79,4,8,17-4409-53450,17-6191-49604
Long,482825,49.44607,804938,-92.32731,48,2,8,49,4,4,80,4,9,92,3,2,17-5128-53687,15-5477-54774
Long,482825,48.73714,804938,-88.73431,48,2,8,48,7,3,80,4,9,88,7,3,17-5128-53687,16-3725-53994
Long,482825,49.47507,804938,-86.89059,48,2,8,49,4,7,80,4,9,86,8,9,17-5128-53687,16-5079-54800
Long,482825,45.71027,804938,-79.17508,48,2,8,45,7,1,80,4,9,79,1,7,17-5128-53687,17-6412-50632
Long,482825,44.79017,804938,-79.48171,48,2,8,44,7,9,80,4,9,79,4,8,17-5128-53687,17-6191-49604
Long,492659,49.44607,922032,-92.32731,49,2,6,49,4,4,92,2,0,92,3,2,15-5477-54774,15-5477-54774
Long,492659,48.73714,922032,-88.73431,49,2,6,48,7,3,92,2,0,88,7,3,15-5477-54774,16-3725-53994
Long,492659,49.47507,922032,-86.89059,49,2,6,49,4,7,92,2,0,86,8,9,15-5477-54774,16-5079-54800
Long,492659,45.71027,922032,-79.17508,49,2,6,45,7,1,92,2,0,79,1,7,15-5477-54774,17-6412-50632
Long,492659,44.79017,922032,-79.48171,49,2,6,44,7,9,92,2,0,79,4,8,15-5477-54774,17-6191-49604
Long,495431,49.44607,944928,-92.32731,49,5,4,49,4,4,94,4,9,92,3,2,15-3690-55298,15-5477-54774
Long,495431,48.73714,944928,-88.73431,49,5,4,48,7,3,94,4,9,88,7,3,15-3690-55298,16-3725-53994
Long,495431,49.47507,944928,-86.89059,49,5,4,49,4,7,94,4,9,86,8,9,15-3690-55298,16-5079-54800
Long,495431,45.71027,944928,-79.17508,49,5,4,45,7,1,94,4,9,79,1,7,15-3690-55298,17-6412-50632
Long,495431,44.79017,944928,-79.48171,49,5,4,44,7,9,94,4,9,79,4,8,15-3690-55298,17-6191-49604
Long,492830,49.44607,865326,-92.32731,49,2,8,49,4,4,86,5,3,92,3,2,16-5079-54801,15-5477-54774
Long,492830,48.73714,865326,-88.73431,49,2,8,48,7,3,86,5,3,88,7,3,16-5079-54801,16-3725-53994
Long,492830,49.47507,865326,-86.89059,49,2,8,49,4,7,86,5,3,86,8,9,16-5079-54801,16-5079-54800
Long,492830,45.71027,865326,-79.17508,49,2,8,45,7,1,86,5,3,79,1,7,16-5079-54801,17-6412-50632
Long,492830,44.79017,865326,-79.48171,49,2,8,44,7,9,86,5,3,79,4,8,16-5079-54801,17-6191-49604
Long,492419,49.44607,804454,-92.32731,49,2,4,49,4,4,80,4,4,92,3,2,17-5183-54723,15-5477-54774
Long,492419,48.73714,804454,-88.73431,49,2,4,48,7,3,80,4,4,88,7,3,17-5183-54723,16-3725-53994
Long,492419,49.47507,804454,-86.89059,49,2,4,49,4,7,80,4,4,86,8,9,17-5183-54723,16-5079-54800
Long,492419,45.71027,804454,-79.17508,49,2,4,45,7,1,80,4,4,79,1,7,17-5183-54723,17-6412-50632
Long,492419,44.79017,804454,-79.48171,49,2,4,44,7,9,80,4,4,79,4,8,17-5183-54723,17-6191-49604
Long,NA,49.44607,NA,-92.32731,NA,NA,NA,49,4,4,NA,NA,NA,92,3,2,17-4236-51138,15-5477-54774
Long,NA,48.73714,NA,-88.73431,NA,NA,NA,48,7,3,NA,NA,NA,88,7,3,17-4236-51138,16-3725-53994
Long,NA,49.47507,NA,-86.89059,NA,NA,NA,49,4,7,NA,NA,NA,86,8,9,17-4236-51138,16-5079-54800
Long,NA,45.71027,NA,-79.17508,NA,NA,NA,45,7,1,NA,NA,NA,79,1,7,17-4236-51138,17-6412-50632
Long,NA,44.79017,NA,-79.48171,NA,NA,NA,44,7,9,NA,NA,NA,79,4,8,17-4236-51138,17-6191-49604
Longbow,454530,49.71891,785240,-94.29528,45,4,5,49,7,1,78,5,2,94,2,9,17-6651-50692,15-4058-55081
Longbow,494311,49.71891,941826,-94.29528,49,4,3,49,7,1,94,1,8,94,2,9,15-4058-55081,15-4058-55081
Longlegged,504702,50.78395,941027,-94.17453,50,4,7,50,7,8,94,1,0,94,1,7,15-4172-56262,15-4172-56262
Loon,443639,45.88295,762311,-83.0372,44,3,6,45,8,8,76,2,3,83,0,3,18-3900-49404,17-3422-50829
Loon,443445,45.88295,764837,-83.0372,44,3,4,45,8,8,76,4,8,83,0,3,18-3563-49376,17-3422-50829
Loon,452523,45.88295,785909,-83.0372,45,2,5,45,8,8,78,5,9,83,0,3,17-6576-50317,17-3422-50829
Loon,454007,45.88295,791309,-83.0372,45,4,0,45,8,8,79,1,3,83,0,3,17-6387-50585,17-3422-50829
Loon,450057,45.88295,782236,-83.0372,45,0,0,45,8,8,78,2,2,83,0,3,17-7067-49878,17-3422-50829
Loon,453058,45.88295,775241,-83.0372,45,3,0,45,8,8,77,5,2,83,0,3,18-2752-50441,17-3422-50829
Loon,451430,45.88295,813258,-83.0372,45,1,4,45,8,8,81,3,2,83,0,3,17-4569-50097,17-3422-50829
Loon,462101,45.88295,832926,-83.0372,46,2,1,45,8,8,83,2,9,83,0,3,17-3084-51358,17-3422-50829
Loon,461804,45.88295,825506,-83.0372,46,1,8,45,8,8,82,5,5,83,0,3,17-3523-51291,17-3422-50829
Loon,464529,45.88295,825354,-83.0372,46,4,5,45,8,8,82,5,3,83,0,3,17-3550-51798,17-3422-50829
Loon,461244,45.88295,814225,-83.0372,46,1,2,45,8,8,81,4,2,83,0,3,17-4455-51177,17-3422-50829
Loon,460918,45.88295,790337,-83.0372,46,0,9,45,8,8,79,0,3,83,0,3,17-6498-51129,17-3422-50829
Loon,464416,45.88295,813552,-83.0372,46,4,4,45,8,8,81,3,5,83,0,3,17-4543-51760,17-3422-50829
Loon,472321,45.88295,794601,-83.0372,47,2,3,45,8,8,79,4,6,83,0,3,17-5931-52489,17-3422-50829
Loon,483820,45.88295,884557,-83.0372,48,3,8,45,8,8,88,4,5,83,0,3,16-3699-53886,17-3422-50829
Loon,484215,45.88295,805404,-83.0372,48,4,2,45,8,8,80,5,4,83,0,3,17-5073-53944,17-3422-50829
