lakeName,ARU_LID,LATITUDE,LONGITUDE,latD,latM1,latM2,longD,longM1,longM2,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
Black,17-6646-50036,451008,785418,45,1,0,78,5,4,Black,NA,Black,FALSE,1,
Black,18-4239-49328,443246,755730,44,3,2,75,5,7,Black,NA,Black,FALSE,1,
Black,18-5000-50484,453527,750002,45,3,5,75,0,0,Black,NA,Black,FALSE,1,
Black,18-3971-49578,444605,761802,44,4,6,76,1,8,Black,NA,Black,FALSE,1,
Black,18-3819-49343,443314,762912,44,3,3,76,2,9,Black,NA,Black,FALSE,1,
Black,18-3639-49593,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,Black,FALSE,1,
Black,17-6066-49634,444904,793908,44,4,9,79,3,9,Black,NA,Black,FALSE,1,
Black,17-5205-48895,440937,804435,44,0,9,80,4,4,Black,NA,Black,FALSE,1,
Blackbass,18-3107-50018,450847,772430,45,0,8,77,2,4,Blackbass,NA,Blackbass,FALSE,1,
Blackbirch,16-4619-58323,523828,873345,52,3,8,87,3,3,Blackbirch,NA,Blackbirch,FALSE,1,
Blackburn,17-5334-53270,480551,803306,48,0,5,80,3,3,Blackburn,NA,Blackburn,FALSE,1,
Blackcat,17-6809-50057,451100,784150,45,1,1,78,4,1,Blackcat,NA,Blackcat,FALSE,1,
Blackduck,18-3093-50997,460133,772748,46,0,1,77,2,7,Blackduck,NA,Blackduck,FALSE,1,
Blackfish,16-7142-53440,481255,840657,48,1,2,84,0,6,Blackfish,NA,Blackfish,FALSE,1,
Blackie,17-6460-50438,453204,790750,45,3,2,79,0,7,Blackie,NA,Blackie,FALSE,1,
Blackies,17-4669-52549,472655,812623,47,2,6,81,2,6,Blackies,NA,Blackies,FALSE,1,
Blackington,16-6616-53064,475334,845019,47,5,3,84,5,0,Blackington,NA,Blackington,FALSE,1,
Blacks,17-5208-49093,442020,804420,44,2,0,80,4,4,Blacks,NA,Blacks,FALSE,1,
Blackspruce,16-7016-52804,473852,841858,47,3,8,84,1,8,Blackspruce,NA,Blackspruce,FALSE,1,
Blackstone,15-6236-56577,510333,911409,51,0,3,91,1,4,Blackstone,NA,Blackstone,FALSE,1,
Blackstone,17-5878-50090,451351,795253,45,1,3,79,5,2,Blackstone,NA,Blackstone,FALSE,1,
Blackwater,16-4590-55020,494016,873407,49,4,0,87,3,4,Blackwater,NA,Blackwater,FALSE,1,
Blackwater,17-5330-53511,NA,NA,NA,NA,NA,NA,NA,NA,Blackwater,NA,Blackwater,FALSE,1,
Blackwater,17-5924-50308,452537,794908,45,2,5,79,4,9,Blackwater,NA,Blackwater,FALSE,1,
Blackwell,17-6012-53322,480812,793825,48,0,8,79,3,8,Blackwell,NA,Blackwell,FALSE,1,
Blackwell,17-6604-50227,452028,785708,45,2,0,78,5,7,Blackwell,NA,Blackwell,FALSE,1,
Blair,17-4689-53001,475120,812456,47,5,1,81,2,4,Blair,NA,Blair,FALSE,1,
Blairs,18-2718-50184,451701,775437,45,1,7,77,5,4,Blairs,NA,Blairs,FALSE,1,
Blakely,18-3161-50013,450836,772022,45,0,8,77,2,0,Blakely,NA,Blakely,FALSE,1,
Blanchard,15-5045-54611,491818,925619,49,1,8,92,5,6,Blanchard,NA,Blanchard,FALSE,1,
Blind,18-2672-49436,443636,775602,44,3,6,77,5,6,Blind,NA,Blind,FALSE,1,
Blind,17-4959-48673,435739,810305,43,5,7,81,0,3,Blind,NA,Blind,FALSE,1,
Blindfold,15-4100-55022,494002,941450,49,4,0,94,1,4,Blindfold,NA,Blindfold,FALSE,1,
Bliss,16-4820-55357,495830,871503,49,5,8,87,1,5,Bliss,NA,Bliss,FALSE,1,
Bloody,17-6744-50259,452201,784621,45,2,2,78,4,6,Bloody,NA,Bloody,FALSE,1,
Bloom,17-5248-52887,474511,804009,47,4,5,80,4,0,Bloom,NA,Bloom,FALSE,1,
Blossom,15-7149-53751,482939,900530,48,2,9,90,0,5,Blossom,NA,Blossom,FALSE,1,
Blue,16-3615-55776,502009,885644,50,2,0,88,5,6,Blue,NA,Blue,FALSE,1,
Blue,17-4802-54481,491114,811618,49,1,1,81,1,6,Blue,NA,Blue,FALSE,1,
Blue,16-6604-54368,490355,844814,49,0,3,84,4,8,Blue,NA,Blue,FALSE,1,
Blue,17-4473-53827,483550,814253,48,3,5,81,4,2,Blue,NA,Blue,FALSE,1,
Blue,17-6295-51774,464424,791818,46,4,4,79,1,8,Blue,NA,Blue,FALSE,1,
Blue,17-5132-51685,464017,804937,46,4,0,80,4,9,Blue,NA,Blue,FALSE,1,
Blue,17-6804-50712,454621,784047,45,4,6,78,4,0,Blue,NA,Blue,FALSE,1,
Blue,18-2699-49467,443818,775406,44,3,8,77,5,4,Blue,NA,Blue,FALSE,1,
Blue,17-6632-50048,451048,785524,45,1,0,78,5,5,Blue,NA,Blue,FALSE,1,
Blue,17-6438-50852,455426,790848,45,5,4,79,0,8,Blue,NA,Blue,FALSE,1,
Blue,17-6966-50033,450927,782957,45,0,9,78,2,9,Blue,NA,Blue,FALSE,1,
Blue,17-6927-50108,451336,783245,45,1,3,78,3,2,Blue,NA,Blue,FALSE,1,
Blue,17-5788-50141,451642,795944,45,1,6,79,5,9,Blue,NA,Blue,FALSE,1,
Blue,17-5766-50512,453644,800102,45,3,6,80,0,1,Blue,NA,Blue,FALSE,1,
Blue,17-5832-50541,453816,795555,45,3,8,79,5,5,Blue,NA,Blue,FALSE,1,
Blue,18-3753-49258,442837,763405,44,2,8,76,3,4,Blue,NA,Blue,FALSE,1,
Blue,18-3390-49726,445326,770219,44,5,3,77,0,2,Blue,NA,Blue,FALSE,1,
Bluebeard,15-5268-54169,485422,923805,48,5,4,92,3,8,Bluebeard,NA,Bluebeard,FALSE,1,
Bluebelle,16-6982-55174,494640,841448,49,4,6,84,1,4,Bluebelle,NA,Bluebelle,FALSE,1,
Blueberry,15-5195-55478,500502,924340,50,0,5,92,4,3,Blueberry,NA,Blueberry,FALSE,1,
Blueberry,15-3755-55568,500908,944435,50,0,9,94,4,4,Blueberry,NA,Blueberry,FALSE,1,
Blueberry,17-5621-53810,NA,NA,NA,NA,NA,NA,NA,NA,Blueberry,NA,Blueberry,FALSE,1,
Blueberry,17-6427-51523,463040,790826,46,3,0,79,0,8,Blueberry,NA,Blueberry,FALSE,1,
Blueberry,17-6013-52144,470440,793958,47,0,4,79,3,9,Blueberry,NA,Blueberry,FALSE,1,
Bluebill,16-4507-54212,485637,874023,48,5,6,87,4,0,Bluebill,NA,Bluebill,FALSE,1,
Bluegill,17-5758-51071,460656,800107,46,0,6,80,0,1,Bluegill,NA,Bluegill,FALSE,1,
Bluejay,16-7034-55499,500407,840929,50,0,4,84,0,9,Bluejay,NA,Bluejay,FALSE,1,
Bluepaint,17-6802-50222,451955,784203,45,1,9,78,4,2,Bluepaint,NA,Bluepaint,FALSE,1,
Bluesea,17-7319-50483,453307,780145,45,3,3,78,0,1,Bluesea,NA,Bluesea,FALSE,1,
Bluesky,17-6417-50676,454456,791044,45,4,4,79,1,0,Bluesky,NA,Bluesky,FALSE,1,
Bluesucker,17-5298-52239,471011,803625,47,1,0,80,3,6,Bluesucker,NA,Bluesucker,FALSE,1,
Bluett,15-5304-55349,495802,923432,49,5,8,92,3,4,Bluett,NA,Bluett,FALSE,1,
Bluewaters,17-5042-49008,441545,805651,44,1,5,80,5,6,Bluewaters,NA,Bluewaters,FALSE,1,
Bluff,15-4071-55378,495914,941746,49,5,9,94,1,7,Bluff,NA,Bluff,FALSE,1,
Bluff,16-4818-54224,485723,871456,48,5,7,87,1,4,Bluff,NA,Bluff,FALSE,1,
Bluff,17-7086-50512,453506,781933,45,3,5,78,1,9,Bluff,NA,Bluff,FALSE,1,
Bluffpoint,15-4726-54467,491029,932236,49,1,0,93,2,2,Bluffpoint,NA,Bluffpoint,FALSE,1,
Bluffy,15-5035-56302,504933,925702,50,4,9,92,5,7,Bluffy,NA,Bluffy,FALSE,1,
Blunder,15-7020-53669,482529,901610,48,2,5,90,1,6,Blunder,NA,Blunder,FALSE,1,
Boat,15-6864-55576,500835,902328,50,0,8,90,2,3,Boat,NA,Boat,FALSE,1,
Boat,15-4213-55422,500145,940557,50,0,1,94,0,5,Boat,NA,Boat,FALSE,1,
Boat,17-2806-51837,464622,835227,46,4,6,83,5,2,Boat,NA,Boat,FALSE,1,
Boat,17-4820-49523,444333,811339,44,4,3,81,1,3,Boat,NA,Boat,FALSE,1,
Bob,17-4883-52718,473605,810919,47,3,6,81,0,9,Bob,NA,Bob,FALSE,1,
Bob,17-5559-52244,471023,801544,47,1,0,80,1,5,Bob,NA,Bob,FALSE,1,
Bob,17-6969-50481,453339,782839,45,3,3,78,2,8,Bob,NA,Bob,FALSE,1,
Bob,17-6745-49756,445453,784721,44,5,4,78,4,7,Bob,NA,Bob,FALSE,1,
Bobowash,17-3635-51568,463310,824651,46,3,3,82,4,6,Bobowash,NA,Bobowash,FALSE,1,
Bobs,17-4891-53712,482946,810853,48,2,9,81,0,8,Bobs,NA,Bobs,FALSE,1,
Bobs,18-3741-49489,NA,NA,NA,NA,NA,NA,NA,NA,Bobs,NA,Bobs,FALSE,1,
Bobtail,17-4965-52695,NA,NA,NA,NA,NA,NA,NA,NA,Bobtail,NA,Bobtail,FALSE,1,
Bobwhite,16-7044-55366,495655,840902,49,5,6,84,0,9,Bobwhite,NA,Bobwhite,FALSE,1,
Bodina,17-4617-51057,460622,812946,46,0,6,81,2,9,Bodina,NA,Bodina,FALSE,1,
Boffin,15-4655-53996,484503,932810,48,4,5,93,2,8,Boffin,NA,Boffin,FALSE,1,
Bog,17-2749-51433,NA,NA,NA,NA,NA,NA,NA,NA,Bog,NA,Bog,FALSE,1,
Bogle,16-6438-53563,482043,850335,48,2,0,85,0,3,Bogle,NA,Bogle,FALSE,1,
Boice,16-6696-54954,493522,843912,49,3,5,84,3,9,Boice,NA,Boice,FALSE,1,
Bojack,16-7103-51885,464909,841433,46,4,9,84,1,4,Bojack,NA,Bojack,FALSE,1,
Boland,17-3841-51846,464825,823107,46,4,8,82,3,1,Boland,NA,Boland,FALSE,1,
Boland,17-6197-51778,464442,792558,46,4,4,79,2,5,Boland,NA,Boland,FALSE,1,
Bolands,18-3234-50315,452500,771524,45,2,5,77,1,5,Bolands,NA,Bolands,FALSE,1,
Bolger,17-5658-50573,454007,800920,45,4,0,80,0,9,Bolger,NA,Bolger,FALSE,1,
Bolgers,17-3547-51643,463707,825351,46,3,7,82,5,3,Bolgers,NA,Bolgers,FALSE,1,
Bolkow,17-2862-53379,480938,835228,48,0,9,83,5,2,Bolkow,NA,Bolkow,FALSE,1,
Bolster,16-3797-57070,513011,884401,51,3,0,88,4,4,Bolster,NA,Bolster,FALSE,1,
Bompas,17-5516-53282,480626,801826,48,0,6,80,1,8,Bompas,NA,Bompas,FALSE,1,
Bonar,17-3454-53575,482113,830511,48,2,1,83,0,5,Bonar,NA,Bonar,FALSE,1,
Bond,17-6245-48654,435559,792655,43,5,5,79,2,6,Bond,NA,Bond,FALSE,1,
Bone,16-6595-54337,490215,844905,49,0,2,84,4,9,Bone,NA,Bone,FALSE,1,
Bone,16-7090-51872,464827,841537,46,4,8,84,1,5,Bone,NA,Bone,FALSE,1,
Bone,16-7037-52136,470246,841908,47,0,2,84,1,9,Bone,NA,Bone,FALSE,1,
Bonfield,17-7119-50708,454536,781629,45,4,5,78,1,6,Bonfield,NA,Bonfield,FALSE,1,
Bonnechere,17-6889-50367,452738,783502,45,2,7,78,3,5,Bonnechere,NA,Bonnechere,FALSE,1,
Bonner,16-4078-54761,492557,881616,49,2,5,88,1,6,Bonner,NA,Bonner,FALSE,1,
Bonner,17-4178-54709,492312,820756,49,2,3,82,0,7,Bonner,NA,Bonner,FALSE,1,
Bonnie,17-6367-49998,450825,791541,45,0,8,79,1,5,Bonnie,NA,Bonnie,FALSE,1,
Boomerang,15-5231-56624,510654,924010,51,0,6,92,4,0,Boomerang,NA,Boomerang,FALSE,1,
Boomerang,16-5454-54576,491617,862231,49,1,6,86,2,2,Boomerang,NA,Boomerang,FALSE,1,
Boot,15-5663-55455,500336,920426,50,0,3,92,0,4,Boot,NA,Boot,FALSE,1,
Boot,17-5040-52727,473634,805650,47,3,6,80,5,6,Boot,NA,Boot,FALSE,1,
Boot,17-6455-51493,462900,790618,46,2,9,79,0,6,Boot,NA,Boot,FALSE,1,
Boot,17-7193-50542,453631,781114,45,3,6,78,1,1,Boot,NA,Boot,FALSE,1,
Boot,17-6061-49752,445527,793918,44,5,5,79,3,9,Boot,NA,Boot,FALSE,1,
Booth,17-7191-50596,453927,781116,45,3,9,78,1,1,Booth,NA,Booth,FALSE,1,
Borden,17-3280-52990,474924,831751,47,4,9,83,1,7,Borden,NA,Borden,FALSE,1,
Border,17-7264-50635,454124,780532,45,4,1,78,0,5,Border,NA,Border,FALSE,1,
Bornite,15-4670-55751,501945,932748,50,1,9,93,2,7,Bornite,NA,Bornite,FALSE,1,
Borzoi,16-6922-53218,480122,842518,48,0,1,84,2,5,Borzoi,NA,Borzoi,FALSE,1,
Boshkung,17-6789-49924,450351,784338,45,0,3,78,4,3,Boshkung,NA,Boshkung,FALSE,1,
Boss,16-7223-51585,463243,840603,46,3,2,84,0,6,Boss,NA,Boss,FALSE,1,
Boston,16-4955-55975,503154,870350,50,3,1,87,0,3,Boston,NA,Boston,FALSE,1,
Botanist,15-4071-55489,500514,941756,50,0,5,94,1,7,Botanist,NA,Botanist,FALSE,1,
Botham,16-5759-53939,484145,855807,48,4,1,85,5,8,Botham,NA,Botham,FALSE,1,
Botsford,15-5970-55554,500842,913832,50,0,8,91,3,8,Botsford,NA,Botsford,FALSE,1,
Bottle,15-5232-56250,504643,924013,50,4,6,92,4,0,Bottle,NA,Bottle,FALSE,1,
Bottle,17-7154-49597,444536,781642,44,4,5,78,1,6,Bottle,NA,Bottle,FALSE,1,
Bottle,18-3683-49857,450052,764016,45,0,0,76,4,0,Bottle,NA,Bottle,FALSE,1,
Bouchard,17-4765-53858,483737,811906,48,3,7,81,1,9,Bouchard,NA,Bouchard,FALSE,1,
Bouchard,17-4157-51481,462900,820556,46,2,9,82,0,5,Bouchard,NA,Bouchard,FALSE,1,
Bouchard,16-6131-54046,484708,852739,48,4,7,85,2,7,Bouchard,NA,Bouchard,FALSE,1,
Boulder,16-6743-53628,482347,843844,48,2,3,84,3,8,Boulder,NA,Boulder,FALSE,1,
Boulevard,16-3375-53694,482732,891154,48,2,7,89,1,1,Boulevard,NA,Boulevard,FALSE,1,
Boulter,17-6571-51051,460459,785807,46,0,4,78,5,8,Boulter,NA,Boulter,FALSE,1,
Boulter,17-7314-50210,451822,780255,45,1,8,78,0,2,Boulter,NA,Boulter,FALSE,1,
Boumage,17-3914-51927,465253,822530,46,5,2,82,2,5,Boumage,NA,Boumage,FALSE,1,
Bound,16-6209-54795,492728,851953,49,2,7,85,1,9,Bound,NA,Bound,FALSE,1,
Boundary,17-3428-51647,463710,830313,46,3,7,83,0,3,Boundary,NA,Boundary,FALSE,1,
Boundary,17-3499-51427,462524,825714,46,2,5,82,5,7,Boundary,NA,Boundary,FALSE,1,
Boundary,17-4274-51340,462128,815639,46,2,1,81,5,6,Boundary,NA,Boundary,FALSE,1,
Boundary,17-4765-51081,460741,811815,46,0,7,81,1,8,Boundary,NA,Boundary,FALSE,1,
Boundary,17-7082-50158,451600,782045,45,1,6,78,2,0,Boundary,NA,Boundary,FALSE,1,
Bourinot,17-3541-54376,490432,825952,49,0,4,82,5,9,Bourinot,NA,Bourinot,FALSE,1,
Bovril,17-3996-55064,494214,822334,49,4,2,82,2,3,Bovril,NA,Bovril,FALSE,1,
Bow,15-6884-57269,513949,901634,51,3,9,90,1,6,Bow,NA,Bow,FALSE,1,
Bow,17-5161-53591,482314,804659,48,2,3,80,4,6,Bow,NA,Bow,FALSE,1,
Bow,16-6880-52320,471300,843102,47,1,3,84,3,1,Bow,NA,Bow,FALSE,1,
Bow,17-6926-49688,445054,783348,44,5,0,78,3,3,Bow,NA,Bow,FALSE,1,
Bow,18-3848-49996,450833,762753,45,0,8,76,2,7,Bow,NA,Bow,FALSE,1,
Bowcott,16-2979-56828,511545,895349,51,1,5,89,5,3,Bowcott,NA,Bowcott,FALSE,1,
Bowden,15-4664-55374,495923,932807,49,5,9,93,2,8,Bowden,NA,Bowden,FALSE,1,
Bowers,18-3738-49849,450031,763606,45,0,0,76,3,6,Bowers,NA,Bowers,FALSE,1,
Bowland,17-5120-52145,470508,805030,47,0,5,80,5,0,Bowland,NA,Bowland,FALSE,1,
Bownes,17-7023-49979,450629,782543,45,0,6,78,2,5,Bownes,NA,Bownes,FALSE,1,
Box,16-5049-54121,485150,865601,48,5,1,86,5,6,Box,NA,Box,FALSE,1,
Boy,17-5786-50311,452552,795943,45,2,5,79,5,9,Boy,NA,Boy,FALSE,1,
Boyce,17-6045-51874,465002,793749,46,5,0,79,3,7,Boyce,NA,Boyce,FALSE,1,
Boyd,17-5132-52738,473710,804928,47,3,7,80,4,9,Boyd,NA,Boyd,FALSE,1,
Boyd,17-5767-50488,453526,800100,45,3,5,80,0,1,Boyd,NA,Boyd,FALSE,1,
Boyd,18-3828-49913,450404,762919,45,0,4,76,2,9,Boyd,NA,Boyd,FALSE,1,
Boyer,15-5320-54804,492838,923331,49,2,8,92,3,3,Boyer,NA,Boyer,FALSE,1,
Boyer,17-3207-52050,465833,832125,46,5,8,83,2,1,Boyer,NA,Boyer,FALSE,1,
Boyne,15-3744-55114,494437,944437,49,4,4,94,4,4,Boyne,NA,Boyne,FALSE,1,
Boys,17-3887-53347,480927,822949,48,0,9,82,2,9,Boys,NA,Boys,FALSE,1,
Brace,16-4790-56029,503445,871748,50,3,4,87,1,7,Brace,NA,Brace,FALSE,1,
Bradden,16-4123-58596,525250,881809,52,5,2,88,1,8,Bradden,NA,Bradden,FALSE,1,
Bradette,17-4855-54309,490157,811152,49,0,1,81,1,1,Bradette,NA,Bradette,FALSE,1,
Bradfords,18-3749-50060,451155,763536,45,1,1,76,3,5,Bradfords,NA,Bradfords,FALSE,1,
Bradley,15-3794-55972,503058,944204,50,3,0,94,4,2,Bradley,NA,Bradley,FALSE,1,
Bradley,18-2982-49979,450629,773356,45,0,6,77,3,3,Bradley,NA,Bradley,FALSE,1,
Brady,17-6020-52459,472138,793855,47,2,1,79,3,8,Brady,NA,Brady,FALSE,1,
Brady,17-6717-49911,450318,784909,45,0,3,78,4,9,Brady,NA,Brady,FALSE,1,
Bragg,17-5458-54703,492308,802207,49,2,3,80,2,2,Bragg,NA,Bragg,FALSE,1,
Branch,17-7174-50128,451413,781350,45,1,4,78,1,3,Branch,NA,Branch,FALSE,1,
Brandon,16-4752-56467,505823,872111,50,5,8,87,2,1,Brandon,NA,Brandon,FALSE,1,
Brandy,17-6160-49958,450629,793132,45,0,6,79,3,1,Brandy,NA,Brandy,FALSE,1,
Brant,16-6835-52133,470258,843501,47,0,2,84,3,5,Brant,NA,Brant,FALSE,1,
Brave,16-6909-55255,495113,842041,49,5,1,84,2,0,Brave,NA,Brave,FALSE,1,
Bray,17-6183-50842,455411,792829,45,5,4,79,2,8,Bray,NA,Bray,FALSE,1,
Brayley,17-5588-54847,493051,801117,49,3,0,80,1,1,Brayley,NA,Brayley,FALSE,1,
Brazeau,17-4775-54686,NA,NA,NA,NA,NA,NA,NA,NA,Brazeau,NA,Brazeau,FALSE,1,
Brazil,17-4480-51215,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,Brazil,FALSE,1,
Breakneck,15-4033-55132,494555,942033,49,4,5,94,2,0,Breakneck,NA,Breakneck,FALSE,1,
Brebeuf,17-4519-52385,471759,813810,47,1,7,81,3,8,Brebeuf,NA,Brebeuf,FALSE,1,
Breeches,17-5848-52318,471411,795248,47,1,4,79,5,2,Breeches,NA,Breeches,FALSE,1,
Bremner,16-6787-53247,480310,843607,48,0,3,84,3,6,Bremner,NA,Bremner,FALSE,1,
Brennan,16-2938-55970,502927,895425,50,2,9,89,5,4,Brennan,NA,Brennan,FALSE,1,
Brennan,17-5085-52199,470803,805315,47,0,8,80,5,3,Brennan,NA,Brennan,FALSE,1,
Brennan,18-3537-50127,451516,765154,45,1,5,76,5,1,Brennan,NA,Brennan,FALSE,1,
Bresnahan,18-2828-50017,450814,774546,45,0,8,77,4,5,Bresnahan,NA,Bresnahan,FALSE,1,
Bretz,15-4933-54429,490828,930532,49,0,8,93,0,5,Bretz,NA,Bretz,FALSE,1,
Brewer,15-5775-53489,481726,915720,48,1,7,91,5,7,Brewer,NA,Brewer,FALSE,1,
Brewer,17-7100-50518,453525,781827,45,3,5,78,1,8,Brewer,NA,Brewer,FALSE,1,
Brewster,18-3077-50589,453933,772804,45,3,9,77,2,8,Brewster,NA,Brewster,FALSE,1,
Brewsters,17-5554-49097,442026,801820,44,2,0,80,1,8,Brewsters,NA,Brewsters,FALSE,1,
Bridge,15-4559-55694,501636,933710,50,1,6,93,3,7,Bridge,NA,Bridge,FALSE,1,
Bridge,17-3344-51584,463338,830936,46,3,3,83,0,9,Bridge,NA,Bridge,FALSE,1,
Bridge,17-6530-50474,453355,790224,45,3,3,79,0,2,Bridge,NA,Bridge,FALSE,1,
Bridget,16-6603-53068,475347,845119,47,5,3,84,5,1,Bridget,NA,Bridget,FALSE,1,
Bridle,17-7229-50613,454016,780818,45,4,0,78,0,8,Bridle,NA,Bridle,FALSE,1,
Bright,17-6686-50284,452327,785048,45,2,3,78,5,0,Bright,NA,Bright,FALSE,1,
Brightsand,15-6869-55111,494331,902424,49,4,3,90,2,4,Brightsand,NA,Brightsand,FALSE,1,
Brilliant,16-7179-51729,464035,840902,46,4,0,84,0,9,Brilliant,NA,Brilliant,FALSE,1,
Brinklow,18-2852-49751,445355,774315,44,5,3,77,4,3,Brinklow,NA,Brinklow,FALSE,1,
Britain,17-4721-49976,450758,812116,45,0,7,81,2,1,Britain,NA,Britain,FALSE,1,
Britches,18-3199-50293,452345,771804,45,2,3,77,1,8,Britches,NA,Britches,FALSE,1,
Britchless,18-3199-50273,452241,771801,45,2,2,77,1,8,Britchless,NA,Britchless,FALSE,1,
Briton,18-4062-49561,444515,761104,44,4,5,76,1,1,Briton,NA,Briton,FALSE,1,
Britton,15-4628-54454,490945,933039,49,0,9,93,3,0,Britton,NA,Britton,FALSE,1,
Broad,15-5263-55876,502631,923747,50,2,6,92,3,7,Broad,NA,Broad,FALSE,1,
Broadcast,15-5244-55839,502432,923923,50,2,4,92,3,9,Broadcast,NA,Broadcast,FALSE,1,
Brock,16-3169-58036,522115,894118,52,2,1,89,4,1,Brock,NA,Brock,FALSE,1,
Broker,17-5002-51099,460839,805950,46,0,8,80,5,9,Broker,NA,Broker,FALSE,1,
Bromley,17-4273-53658,482635,815858,48,2,6,81,5,8,Bromley,NA,Bromley,FALSE,1,
Bronson,17-6673-51150,461011,784959,46,1,0,78,4,9,Bronson,NA,Bronson,FALSE,1,
Bronson,17-7311-50128,451358,780321,45,1,3,78,0,3,Bronson,NA,Bronson,FALSE,1,
Brook,18-3700-50079,NA,NA,NA,NA,NA,NA,NA,NA,Brook,NA,Brook,FALSE,1,
Brooks,15-4583-54519,491314,933422,49,1,3,93,3,4,Brooks,NA,Brooks,FALSE,1,
Brooks,16-6732-53268,480421,844031,48,0,4,84,4,0,Brooks,NA,Brooks,FALSE,1,
Brooks,18-2811-49723,445221,774617,44,5,2,77,4,6,Brooks,NA,Brooks,FALSE,1,
Brooks,17-6563-50354,452722,790004,45,2,7,79,0,0,Brooks,NA,Brooks,FALSE,1,
Brooks,18-3333-49855,450018,770653,45,0,0,77,0,6,Brooks,NA,Brooks,FALSE,1,
Brophy,17-5897-51980,465554,794917,46,5,5,79,4,9,Brophy,NA,Brophy,FALSE,1,
Brophy,17-5726-50407,453104,800413,45,3,1,80,0,4,Brophy,NA,Brophy,FALSE,1,
Brophys,17-5692-50464,453410,800650,45,3,4,80,0,6,Brophys,NA,Brophys,FALSE,1,
Brothersons,17-6120-49754,445532,793451,44,5,5,79,3,4,Brothersons,NA,Brothersons,FALSE,1,
Brotske,17-5047-49147,442317,805626,44,2,3,80,5,6,Brotske,NA,Brotske,FALSE,1,
Brough,17-7287-49826,445744,780559,44,5,7,78,0,5,Brough,NA,Brough,FALSE,1,
Brown,17-4776-54526,491339,811829,49,1,3,81,1,8,Brown,NA,Brown,FALSE,1,
Brown,17-3392-52034,465758,830651,46,5,7,83,0,6,Brown,NA,Brown,FALSE,1,
Brown,17-3946-51796,464548,822249,46,4,5,82,2,2,Brown,NA,Brown,FALSE,1,
Brown,17-6783-48869,440657,784617,44,0,6,78,4,6,Brown,NA,Brown,FALSE,1,
Browne,17-2778-52236,470748,835547,47,0,7,83,5,5,Browne,NA,Browne,FALSE,1,
Brownlee,17-3130-51303,461809,832543,46,1,8,83,2,5,Brownlee,NA,Brownlee,FALSE,1,
Browns,17-5692-52182,470657,800519,47,0,6,80,0,5,Browns,NA,Browns,FALSE,1,
Browns,18-3314-49901,450246,770826,45,0,2,77,0,8,Browns,NA,Browns,FALSE,1,
Brownstone,15-5461-57098,513221,922008,51,3,2,92,2,0,Brownstone,NA,Brownstone,FALSE,1,
Bruce,17-4702-53411,481327,812407,48,1,3,81,2,4,Bruce,NA,Bruce,FALSE,1,
Bruce,17-6836-50497,453441,783847,45,3,4,78,3,8,Bruce,NA,Bruce,FALSE,1,
Bruce,17-6066-50043,451109,793834,45,1,1,79,3,8,Bruce,NA,Bruce,FALSE,1,
Bruin,15-4349-55230,495129,935420,49,5,1,93,5,4,Bruin,NA,Bruin,FALSE,1,
Bruin,17-6721-50058,451112,784835,45,1,1,78,4,8,Bruin,NA,Bruin,FALSE,1,
Brule,15-6589-53987,484323,905022,48,4,3,90,5,0,Brule,NA,Brule,FALSE,1,
Brule,17-6705-50558,453813,784845,45,3,8,78,4,8,Brule,NA,Brule,FALSE,1,
Brule,18-3388-49903,450258,770249,45,0,2,77,0,2,Brule,NA,Brule,FALSE,1,
Brunswick,17-3275-54280,485858,832127,48,5,8,83,2,1,Brunswick,NA,Brunswick,FALSE,1,
Brusaw,17-3055-53030,475111,833559,47,5,1,83,3,5,Brusaw,NA,Brusaw,FALSE,1,
Brush,17-5975-50136,451617,794527,45,1,6,79,4,5,Brush,NA,Brush,FALSE,1,
Bryce,16-7049-55221,494906,840906,49,4,9,84,0,9,Bryce,NA,Bryce,FALSE,1,
Bucciarelli,17-3192-52991,474918,832455,47,4,9,83,2,4,Bucciarelli,NA,Bucciarelli,FALSE,1,
Buch,18-2866-50395,452842,774349,45,2,8,77,4,3,Buch,NA,Buch,FALSE,1,
Buchanan,17-3380-54511,491135,831324,49,1,1,83,1,3,Buchanan,NA,Buchanan,FALSE,1,
Buchanan,17-6704-50216,451946,784931,45,1,9,78,4,9,Buchanan,NA,Buchanan,FALSE,1,
Buchanan,17-5286-47830,431204,803852,43,1,2,80,3,8,Buchanan,NA,Buchanan,FALSE,1,
Buck,16-2817-54474,490833,895934,49,0,8,89,5,9,Buck,NA,Buck,FALSE,1,
Buck,17-2807-52072,465903,835303,46,5,9,83,5,3,Buck,NA,Buck,FALSE,1,
Buck,16-6187-53886,483829,852319,48,3,8,85,2,3,Buck,NA,Buck,FALSE,1,
Buck,18-2851-50189,451735,774425,45,1,7,77,4,4,Buck,NA,Buck,FALSE,1,
Buck,17-6572-50283,452332,785928,45,2,3,78,5,9,Buck,NA,Buck,FALSE,1,
Buck,17-6427-50610,454124,791002,45,4,1,79,1,0,Buck,NA,Buck,FALSE,1,
Buck,17-6384-49732,445404,791449,44,5,4,79,1,4,Buck,NA,Buck,FALSE,1,
